,teamNumber,nameShort,location,latitude,longitude
2500,8553,The Circuit Breakers,"Soda Springs , Soda Springs, Idaho",42.6611514,-111.6780516
2501,8556,Lion Robotics,"San Juan, Texas",26.1892409,-98.1552872
2502,8562,TBD,"Kansas City, Missouri",39.100105,-94.5781416
2503,8564,Tiger Squad 670,"Princeton, Indiana",38.355439,-87.5678034
2504,8565,MACK-BOTS B.I.G.,"Lafayette, Colorado",39.9935959,-105.0897058
2505,8566,REBELBOTS,"Notre Dame , Saint Louis, Missouri",38.522721149999995,-90.272042970581
2506,8567,Wellesley Robotics Team - Ultraviolet,"Wellesley, Massachusetts",42.2964859,-71.2925571
2507,8568,Seen Figures,"Webster, Texas",29.5351724,-95.1161564
2508,8573,Rogue-Rangers LEGACY ,"Alton, Texas",26.2871257,-98.3137779
2509,8575,The Due Westerners,"Due West, South Carolina",34.3334469,-82.387902
2510,8576,Golden Warriors Robotics,"Jordan , Fulshear, Texas",29.72451305,-95.85566278066335
2511,8577,Georgia Cyber Academy Champions,"Atlanta, Georgia",33.7489924,-84.3902644
2512,8579,Renegades of Archer Robotics!,"Archer , Lawrenceville, Georgia",33.916273,-83.8933422
2513,8580,Jayton J-Bots,"Jayton, Texas",33.2480656,-100.5738605
2514,8586,Firebirds Robotics,"Devils Lake , Devils Lake, North Dakota",48.1103182,-98.8615036
2515,8588,Tech Devils,"Morris Co Vocational School, Denville, New Jersey",40.87871305,-74.47896770262776
2516,8589,Quack Pack,"Tuscaloosa, Alabama",33.2095614,-87.5675258
2517,8590,CAVBOTICS,"Woodson , Fairfax, Virginia",38.8385267,-77.27641178449173
2518,8591,Angels,"Olmito, Texas",26.0194434,-97.5347089
2519,8592,Newton Squared,"Reston, Virginia",38.955696,-77.34188283719988
2520,8596,Girl Scouts2,"Orlando, Florida",28.5421109,-81.3790304
2521,8598,Electro-Knights,"Mission, Texas",26.2159066,-98.3252932
2522,8600,Kernel Panic,"New West Charter School, Los Angeles, California",34.0325143,-118.44465631160949
2523,8601,CSHS Falcon Robotics,"Cave Creek, Arizona",33.8333333,-111.950833
2524,8603,The Discord Droids,"Carmel, New York",41.4266361,-73.6788272
2525,8604,Alpha Centauri,"Lexington, Massachusetts",42.4473175,-71.2245003
2526,8605,ASCTE,"Huntsville, Alabama",34.729847,-86.5859011
334,8607,Ravens II,"Royal Oak , Royal Oak, Michigan",42.4891743,-83.1475199
2528,8608,Alpha Bots,"Calhoun Christian School, Battle Creek, Michigan",42.3031432,-85.2171178
2529,8609,Salt lake county robotics,"West Jordan, Utah",40.6061337,-111.9395211
2530,8610,Lanier Voks,"Sidney Lanier , San Antonio, Texas",29.42182165,-98.51626098915952
2531,8611,Patriots,"Cadillac, Michigan",44.3353211,-85.5741088
2532,8612,Squires Robotics,"Calvin Christian , Grandville, Michigan",42.8963352,-85.74042606967821
2533,8618,Operation Robotics,"Michigan Islamic Academy, Ann Arbor, Michigan",42.30170605,-83.71471380052253
2534,8619,Sanborn Regional High School Robotics,"Sanborn Regional , Kingston, New Hampshire",42.9127055,-71.07446203896762
2000,8620,RoboJays,"Creighton Preparatory School, Omaha, Nebraska",41.27201345,-96.02635299028427
2536,8622,The CyBirds,"Crofton , Gambrills, Maryland",39.00093445,-76.66799823886743
2537,8623,Michigan FC ,"Dearborn Heights, Michigan",42.3369816,-83.2732627
2538,8624,Fears for Gears,"Andalusia, Alabama",31.3080607,-86.482424
2539,8625,MHS Eagles,"Mission , Mission, Texas",30.2612744,-95.8323152
2540,8626,Scituate FIRST!,"Scituate , Scituate, Massachusetts",42.201053650000006,-70.76833796392427
2541,8628,Newark School of Global Studies,"Newark, New Jersey",40.735657,-74.1723667
2542,8629,Everest 2,"Rochester, Michigan",42.680588,-83.1338214
2543,8630,CAP ROBOTICS,"Paterson, New Jersey",40.9167654,-74.171811
2544,8631,Excelsior360!,"Friday Harbor , Friday Harbor, Washington",48.5356777,-123.0139853
2545,8632,Master Builders,"Jacksonville, Florida",30.3321838,-81.655651
2546,8634,BOOTSTRAPS,"Warrenton, North Carolina",36.3984804,-78.1552706
2547,8637,Packer Pelicans,"Packer Collegiate Institute, Brooklyn, New York",40.6923581,-73.99260206309864
