,teamNumber,nameShort,location,latitude,longitude
1000,3577,Saint's Robotics,"Scottsdale, Arizona",33.4942189,-111.9260184
1001,3581,THINC Robotics Alliance,"Lagrange, Georgia",33.039291,-85.0313269
1002,3591,"Wild WarBots ""WWB""","Westerville, Ohio",40.126139,-82.9295287
1003,3596,Rocket Robotics,"South Milwaukee , South Milwaukee, Wisconsin",43.0215475,-88.01286455037508
1004,3597,Robo-Rangers,"R W Traip Academy, Kittery, Maine",43.0886555,-70.7384661
1005,3598,SEStematic Eliminators,"Sacramento, California",38.5810606,-121.493895
1006,3602,RoboMos,"Escanaba, Michigan",45.7455707,-87.0647434
1007,3603,Cyber Coyotes,"Reed City , Reed City , Michigan",43.8757186,-85.5138541
1008,3604,Goon Squad,"Woodhaven , Brownstown, Michigan",42.12181675,-83.2713104314644
1009,3606,BearMetal,"Catholic , Baton Rouge, Louisiana",30.4405309,-91.15540999653139
1010,3610,Islanders,"DeLaSalle , Minneapolis, Minnesota",44.98745835,-93.26261510363133
1011,3616,Team Phenomena ,"Lafayette, Louisiana",30.2043259,-92.0298813
1012,3617,Cold Logic,"Marquette, Michigan",46.4481521,-87.6305899
1013,3618,Petoskey Paladins,"Petoskey , Petoskey, Michigan",45.3997916,-84.90864925539746
1014,3619,Blackhawks,"Detroit, Michigan",42.3315509,-83.0466403
1015,3620,Average Joes,"St. Joseph , Saint Joseph, Michigan",42.1091645,-86.4845239
1016,3623,Terror Bots,"Leominster, Massachusetts",42.5267443,-71.7614891
1017,3624,ThunderColts,"Huntington Station, New York",40.8534318,-73.4115091
1018,3627,The Jungle Robotics,"Pine View School, Sarasota, Florida",27.1865252,-82.47954044498053
1019,3630,Stampede,"Minneapolis, Minnesota",44.9772995,-93.2654692
1020,3632,D-Techs,"Detroit School of Arts, Detroit, Michigan",42.34845255,-83.06108663776149
1021,3634,Spark City,"Bridgeport, Connecticut",41.1670412,-73.2048348
1022,3635, Flying Legion ,"Warner Robins, Georgia",32.6200973,-83.606568
1023,3636,Generals,"Grant , Portland, Oregon",45.53926695,-122.62727539737112
1024,3637,The Daleks,"Flemington, New Jersey",40.5130953,-74.8591333
1025,3641,The Flying Toasters,"South Lyon East  & South Lyon , South Lyon, Michigan",42.4665923,-83.56765022324925
1026,3647,Millennium Falcons,"Torrey Pines , San Diego, California",32.8919572,-117.2402554
1027,3648,Sparta Robotica,"Thomas Jefferson , Denver, Colorado",39.6469321,-104.9213682
1028,3650,RoboRaptors,"La Plata, Maryland",38.5260311,-76.9766569
1029,3651,TRIBE,"Travelers Rest , Travelers Rest, South Carolina",34.9574793,-82.4399558
1030,3653,Botcats,"West Broward , Hollywood, Florida",26.0206457,-80.1839357
1031,3654,TechTigers,"Mercy , Middletown, Connecticut",41.5324649,-72.6752371
1032,3655,Tractor Technicians,"Mason , Mason, Michigan",42.568439850000004,-84.44704913618116
1033,3656,Dreadbots,"Dexter , Dexter, Michigan",42.3234969,-83.8724339
1034,3658,Robo - Beavers,"Harper Creek , Battle Creek, Michigan",42.255824700000005,-85.15197823249015
1035,3661,RoboWolves,"Anson County 4H, Wadesboro, North Carolina",34.9558773,-80.0548764
1036,3663,CPR - Cedar Park Robotics,"Cedar Park Christian Schools, Bothell, Washington",47.7466292,-122.18973597973223
1037,3667,Mecanum Knights,"Port Huron, Michigan",42.9815877,-82.440466
1038,3668,TroBots,"Whitmore Lake , Whitmore Lake, Michigan",42.4243473,-83.7658368954677
1039,3669,RoboKnights,"Ripon Christian, Ripon, California",37.74333505,-121.13341628491213
1040,3673,C.Y.B.O.R.G. Seagulls,"Seaside , Seaside, Oregon",45.98863695,-123.91188504734893
1041,3674,CloverBots,"Battle Ground, Washington",45.7813532,-122.5337433
1042,3676,Redshift Robotics,"James Martin , Arlington, Texas",32.68738755,-97.17998
1043,3679,rattlers,"San Marcos , San Marcos, Texas",29.876536,-97.9411966
1044,3680,Elemental Dragons,"Statesville, North Carolina",35.7826363,-80.8872959
1045,3688,Norsemen,"Suttons Bay , Suttons Bay, Michigan",44.976666,-85.650639
1046,3692,Rock N' Robotics,"Janesville, Wisconsin",42.6829765,-89.0226793
1047,3693,GearHead Pirates,"Rogers , Spokane, Washington",47.6990328,-117.38701925835656
1048,3695,Foximus Prime,"Yorkville , Yorkville, Illinois",41.656820499999995,-88.44179883590834
1049,3704,Robosapiens,"Sweetwater , National City, California",32.6541305,-117.0925327
1050,3707,Brighton TechnoDogs,"Brighton , Brighton, Michigan",42.526454900000004,-83.79626151269542
1051,3711,Iron Mustang,"Trout Lake School, Trout Lake, Washington",45.989489199999994,-121.51538507112652
1052,3712,RoboCats,"Union , Union, Oregon",45.2095159,-117.8653691
1053,3719,STEM Whalers ,"New London , Connecticut",41.3556187,-72.0997804
1054,3721,Charger Robotics,"Pearl City , Pearl CIty, Hawaii",21.379745749999998,-157.97326812599118
1055,3723,TEKnights,"Spring Valley, Minnesota",43.6870098,-92.3892966
1056,3729,The Raiders,"Aurora, Colorado",39.7405111,-104.830994
1057,3734,Caxys,"Lake Forest Academy, Lake Forest, Illinois",42.2478012,-87.8914603
1058,3735,VorTX,"Spring, Texas",30.0798826,-95.4172549
1059,3737,Roto Raptors,"4-H, Goldsboro, North Carolina",35.3848841,-77.9927651
1060,3740,Storm Robotics,"Sauk Rapids, Minnesota",45.5913275,-94.1673802
1061,3743,Eagle Bots,"Salado , Salado, Texas",30.96604645,-97.53844883466417
1062,3745,Governors,"Saint Paul, Minnesota",44.9497487,-93.0931028
1063,3748,Ragnarok Robotics,"Mt Hebron , Ellicott City, Maryland",39.2992019,-76.83960840595773
1064,3749,Team Optix,"Del Norte , San Diego, California",33.006954,-117.052994
1065,3750,Gator Robotics,"Badger, Minnesota",48.7824188,-96.014453
1066,3753,BulahBots!,"Parkview Baptist School, Baton Rouge, Louisiana",30.3976656,-91.05042947334499
1067,3755,Dragon Robotics,"Litchfield, Minnesota",45.1271847,-94.5280474
1068,3760,AeroBots,"Bronx Aerospace , Bronx, New York",40.8752925,-73.8615858
1069,3767,Titan Robotics,"Traverse City, Michigan",44.7606441,-85.6165301
1070,3770,BlitzCreek,"Bullock Creek , Midland, Michigan",43.5833605,-84.2477663
1071,3773,Arrowhead Robotics,"Tecumseh , Tecumseh, Michigan",42.011241749999996,-83.95847085824104
1072,3777,Bean City Bots,"Lima, Ohio",40.7399785,-84.105006
1073,3786,Chargers,"Kentridge , Kent, Washington",47.41775015,-122.17292912070039
1074,3792,Army Ants,"Columbia, Missouri",38.951883,-92.3337366
1075,3793,CyberTitans,"Frederick, Maryland",39.415779,-77.4127562
1076,3799,Electric Fire,"Notre Dame , Elmira, New York",42.0631298,-76.7871773
1077,3802,✨RoboPOP✨,"Carrollton, Texas",32.9537349,-96.8902816
1078,3807,Overland BlazerBots,"Overland , Aurora, Colorado",39.6809107,-104.8433775
1079,3812,Bits & Bots,"Mark Morris , Longview, Washington",46.1446793,-122.93872326565275
1080,3814,PiBotics,"Florence, Kentucky",38.9989499,-84.6266111
1081,3815,NF Raiders,"North Forsyth , Cumming, Georgia",34.1915515,-84.148556
1082,3821,Pirabots,"Belfry , Belfry, Kentucky",37.6220544,-82.268753
1083,3822,Neon Kracken,"Siler City, North Carolina",35.7234734,-79.4622431
1084,3824,HVA RoHAWKtics,"Knoxville, Tennessee",35.9603948,-83.9210261
1085,3826,"Sequim Robotics Federation ""SRF"" ","Sequim , Sequim, Washington",48.0773973,-123.12928006913222
1086,3834,Crab-bots,"Calhoun , Port Lavaca, Texas",28.62556125,-96.63822970928115
1087,3838,Roc City Robotix,"Rochester, New York",43.157285,-77.615214
1088,3847,Spectrum   -△◅,"Houston, Texas",29.7589382,-95.3676974
1089,3848,Bots in Shining Armour,"Kenyon-Wanamingo , Kenyon, Minnesota",44.26762935,-92.99223792413672
1090,3853,Pridetronics,"Mountain Pointe , Phoenix, Arizona",33.325131999999996,-111.99177160564648
1091,3859,Wolfpack Robotics,"Cosumnes Oaks , Elk Grove, California",38.3980835,-121.39727610617771
1092,3863,Pantherbotics,"Newbury Park , Newbury Park, California",34.1828494,-118.9263414
