,teamNumber,nameFull,nameShort,city,stateProv,country,rookieYear,robotName,districtCode,schoolName,website,homeCMP
649,1836,"Milken Community School/Mitchell Academy of Science and Technology/Jay Manufacturing Corp/Too Mac Engineering, Inc./Republic Lagun Machine Tool/The Marvin Group/Frazier Avation, Inc./Industrial Metal Supply/The Schloss Group at Merrill Lynch/The Boeing Company/Leslie Zola Science Scholarship/Dassault Systèmes SolidWorks Corp./Arnaco Powder Coating Co .inc/Academy Awning/Universal Compressor Services/Decker Design/Mastercam/Haas Automation, Inc./WestCoast Products & Design LLC & Milken Community School",The MilkenKnights,Los Angeles,California,USA,2006,,,Milken Community School,,CMPTX
651,1847,Kansas City Kansas Public Schools/KC STEM Alliance & Wyandotte High,W.R.A.T.H (Wyandotte Robotics and Technology Hackers),Kansas City,Kansas,USA,2006,,,Wyandotte High,,CMPMO
653,1868,NASA/NASA Ames Research Center/St. Jude Medical Foundation/Google/Nvidia/Brin Worcicki Foundation/Qualcomm/Intuitive Surgical/Motorola/World Metal Finishing/Applied Welding/Weiss Enterprises/Solidworks/Wildbit/Fiber Internet Center & Girl Scout Troop 62868,Space Cookies,Mountain View,California,USA,2006,,,Girl Scout Troop 62868,,CMPTX
654,1872,Colegio San Ignacio de Loyola,Steel Lions,San Juan,Puerto Rico,USA,2006,,,Colegio San Ignacio de Loyola,,CMPTX
655,1876,Baird Family/Beaufort County School District/Palmetto Electric Co-op/Hilton Head Concours de Elegance/Spartina 449/Sunset Rentals&Hilton Head Island High,Beachbotics,Hilton Head Island,South Carolina,USA,2006,,,Hilton Head Island High,,CMPTX
656,1880,NASA/Bloomberg & East Harlem Tutorial Program,Warriors of East Harlem,New York,New York,USA,2006,,,East Harlem Tutorial Program,,CMPMO
658,1885,US STEM Foundation/Lockheed Martin/Macedon Technologies/DataSync Technologies/ASCO/Prince William County Schools/A-1 Flood Tech & Battlefield High,ILITE Robotics,Haymarket,Virginia,USA,2006,,CHS,Battlefield High,,CMPMO
659,1891,Micron Technology/Plexus & Mountain View High School,Bullbots,Meridian,Idaho,USA,2006,,,Mountain View High School,,CMPTX
660,1895,"Manassas City Public Schools Education Foundation, INC/Lockheed Martin/Micron Technology, Inc./Leidos&Osbourn High",Lambda Corps,Manassas,Virginia,USA,2006,,CHS,Osbourn High,,CMPMO
661,1896,"General Motors/Grand Traverse Manufacturers' Golf Outing/Cone Drive Operations, Inc. & Tba Career Tech Center",Concussive Engineers,Traverse City,Michigan,USA,2006,,FIM,Tba Career Tech Center,,CMPMO
662,1899,Microsoft/OSPI/Bellevue Schools Foundation & Interlake Senior High School,Saints Robotics,Bellevue,Washington,USA,2006,,PNW,Interlake Senior High School,,CMPTX
663,1902,"Lockheed Martin/Magnus Hi-Tech/United Therapeutics/BAE Systems/Comcast NBC Universal/Disney VoluntEARS/Cannon Law/Castle Ventures/Allen Dyer Doppelt Milbrath & Gilchrist PA, Christopher Regan/State of Florida/Central Florida Chapter Fluid Power Society&Orange County 4-H, Florida",Exploding Bacon,Orlando,Florida,USA,2006,,,"Orange County 4-H, Florida",,CMPTX
664,1908,NASA/BAE Systems -Norfolk Ship Repair/Rommel's ACE Hardware/Northampton County Education Foundation/Northampton County High School Alumni/Northampton County Public Schools/Exmore Rotary Club/Cape Charles Rotary/Onancock Rotary Club & Northampton High,ShoreBots,Eastville,Virginia,USA,2006,,CHS,Northampton High,,CMPMO
665,1912,"NASA/NASA Stennis Space Center/U.S. Naval Research Laboratory/DoDSTEM/Aerojet Rocketdyne/Textron Marine & Land/CLECO/Geocent, Inc./St. Tammany Parish School Board/Alliance Laser & Northshore High School & Salmen High School",Team Combustion,Slidell,Louisiana,USA,2006,,,Northshore High School & Salmen High School,,CMPTX
666,1915,NASA/NASA Headquarters/Bechtel/Dept. of Defense STEM/Capitol Technology University/DC Public Schools/Booz Allen Hamilton & Mckinley Technology Hs,MTHS Firebird Robotics,Washington,District of Columbia,USA,2006,,CHS,Mckinley Technology Hs,,CMPMO
667,1918,Newaygo County Regional Educational Service Agency/The Fremont Area Community Foundation/The Gerber Foundation/Kaydon Bearings/The people of Newaygo County & Newaygo County Career Tech Center,NC GEARS,Fremont,Michigan,USA,2006,,FIM,Newaygo County Career Tech Center,,CMPMO
668,1922,MicroDaq.com Ltd&Hopkinton High School&John Stark Regional High School&Hopkinton Middle School,Oz-Ram,Contoocook/Weare,New Hampshire,USA,2006,,NE,Hopkinton High School & John Stark Regional High School & Hopkinton Middle School,,CMPMO
669,1923,"NRG/Bristol Myers Squibb/Bloomberg/UL/BrecoFlex Co., LLC/SolidWorks/Verizon/Sensor Networks Inc /Friends & Families of 1923/Pfizer&Wwindsor  Plainsboro North&Wwindsor  Plainsboro South",The MidKnight Inventors,Plainsboro,New Jersey,USA,2006,,MAR,Wwindsor  Plainsboro North & Wwindsor  Plainsboro South,,CMPMO
670,1927,NDEP/NASA/Stennis Space Center/Huntington Ingalls Industries/Mississippi Power Company/BAE Systems/Argosy Foundation /Newman's Own Foundation & St Patrick Catholic High School,Tempest,Biloxi,Mississippi,USA,2006,,,St Patrick Catholic High School,,CMPTX
672,1939,THE BARSTOW SCHOOL,THE KUHNIGITS,Kansas City,Missouri,USA,2006,,,THE BARSTOW SCHOOL,,CMPMO
673,1940,Whirlpool Corporation / Benton Harbor Area Schools & Benton Harbor High School,The Tech Tigers,Benton Harbor,Michigan,USA,2006,,FIM,Benton Harbor High School,,CMPMO
678,1965,EMC Corporation/Analog Devices Inc/Raytheon/PTC & Saint Joseph Preparatory High School,Firebirds,Allston,Massachusetts,USA,2006,,NE,Saint Joseph Preparatory High School,,CMPMO
679,1967,Apple/BAE Systems/Brin Wojcicki Foundation/Qualcomm/Studio Current/Intuitive Surgical/Bishop-Wisecarver/NVIDIA/Kirkland Family/MDR Precision/SolidWorks/TechShop&Notre Dame High School,The Janksters,San Jose,California,USA,2006,,,Notre Dame High School,,CMPTX
680,1972,Lowe's/Imperial Valley MESA & Central Union High,Searing Engineering,El Centro,California,USA,2006,,,Central Union High,,CMPTX
681,1973,Gelfand Family Foundation/Gentle Giants Moving Company/Textron Corporation/Harvard Business School/Boston Scientific/Irene Chan/Tufts University/MIT/Boston University College of Engineering & Brighton High,Brighton Burning Tiger,Boston,Massachusetts,USA,2006,,NE,Brighton High,,CMPMO
682,1977,Northrop Grumman/Lockheed Martin/Prosci/PTC & Loveland High School,Loveland High Robotics PowerSquids,Loveland,Colorado,USA,2006,,,Loveland High School,,CMPTX
683,1982,BlueScope Construction/Shawnee Mission Education Foundation/Garmin /Cruise &Shawnee Mission Northwest High,Cougar Robotics,Shawnee,Kansas,USA,2007,,,Shawnee Mission Northwest High,,CMPMO
684,1983,The Boeing Company/Lockheed Martin/OmanTek/OMAX/Champion and Assoc./RAHS PTSA&Raisbeck Aviation High School,Skunk Works Robotics,Seattle,Washington,USA,2007,,PNW,Raisbeck Aviation High School,,CMPTX
685,1984,Garmin/KC STEM/Shawnee Mission Education Foundation/Price Chopper/Home Depot/Papa John's/Art Wells/View Sign and Light&Shawnee Mission South High,Jawas,Overland Park,Kansas,USA,2007,,,Shawnee Mission South High,,CMPMO
686,1985,Monsanto Fund/The Boeing Company/Hazelwood School District /Davlan Engineering&Hazelwood Central High,Robohawks,Florissant,Missouri,USA,2007,,,Hazelwood Central High,,CMPMO
687,1986,"TradeBot/Best Buy/Venture Industrial Products/National Instruments/Intuitive Surgical, Inc/Honeywell FM&T/US Engineering/Billy Goat Industries/IBM/Paradise Park/American Century Investments/Metals USA/Dairy Queen/Frontier Justice/Kastle Grinding/Price Chopper/The Exit Room/KC STEM Alliance/Michael & Jayne Hartwig/Tom Cates/Shawn & Kristen Roy/The Brenneke Family/SPX Cooling Technologies/The Prevost Family Foundation/Harlan Spatz/Jeff & Nancy Spatz/Delmer & Ruth Harris&Lee's Summit West High",Team Titanium,Lees Summit,Missouri,USA,2007,,,Lee's Summit West High,,CMPMO
688,1987,"Best Buy/Compi Distributors/WalMart/Staples Foundation/Reiman Foundation/Brunson Instruments/Helen Settle/Matt & Beth Settle/Show Me Controls/Kastle Grinding/KC Stem Alliance/80 20 Inc./Fastenal/Quintiles Innovex/Edwina Smith/Optimist Club of Lake Lotawana/Sean & Michelle Ahern/Lee's Summit Tribune/Grider Orthodontics/Stonehaus Winery/Jon Plaas in memory of Adam Stevens/James B. Stuelke/Painted with Powder/Jake's Performance Fabrication/Wentworth Technology Solutions/Lone Oak Lawns/Cox Air Systems, Inc/R&D Tool and Engineering/Allied Plastics/Laird Plastics/EMJ Metals/Westlake Ace Hardware/Git Hub&Lee'S Summit North High",Broncobots,Lees Summit,Missouri,USA,2007,,,Lee'S Summit North High,,CMPMO
689,1989,Picatinny Arsenel & Vernon Twp High,Viking Robotics,Vernon,New Jersey,USA,2007,,MAR,Vernon Twp High,,CMPMO
690,1991,UTC/Pratt & Whitney/University of Hartford/Best Buy Foundation/Hartford Public Schools/Law Offices of Joseph Prokop/Tsunami Tsolutions/Saybrook Hardware/Aetna/Satellite Tool/Nutmeg State Federal Credit Union/PAS Technologies/Lagana Florist/Schaller Acura&University High School,Dragons,Hartford,Connecticut,USA,2007,,NE,University High School,,CMPMO
691,1994,Kansas City Kansas Public Schools/KC Stem Alliance & F L Schlagle High,Quixote,Kansas City,Kansas,USA,2007,,,F L Schlagle High,,CMPMO
692,1997,Bishop Miege High School/Friends of STAGrobotics/Garmin Industries&Bishop Miege High School,Stag Robotics,Roeland Park,Kansas,USA,2007,,,Bishop Miege High School,,CMPMO
693,2001,Hickman Mills School District / Best Buy / KC STEM Alliance & Ruskin High School,HERMES,Kansas City,Missouri,USA,2007,,,Ruskin High School,,CMPMO
694,2002,"Bentley Systems, Incorporated/The Boeing Company/Rockwell Collins/Mentor Graphics/Oregon Department of Education/Flir/Tigard Tualatin  School District/Innovation Academy & Tualatin High School",Tualatin Robotics,Tualatin,Oregon,USA,2007,,PNW,Tualatin High School,,CMPTX
695,2004,Paragon Films/K & D Excavating/REA Corporation&Tulsa Technology Center,Thunderducks,Tulsa,Oklahoma,USA,2007,,,Tulsa Technology Center,,CMPTX
696,2010,Delphi Corporation/Cleveland Communications/Vallourec&Champion High School,The Lightning Bots,Warren,Ohio,USA,2007,,,Champion High School,,CMPMO
698,2016,Johnson & Johnson Consumer and Personal Products Worldwide/nrg/DOTC STEM Picatinny/National Defense Education Program/Ewing Township Education Association/Morris Millwork & New Jersey School for the Deaf & Ewing High,Mighty Monkey Wrenches,Trenton,New Jersey,USA,2007,,MAR,New Jersey School for the Deaf & Ewing High,,CMPMO
699,2022,Caterpillar Inc/Mad Lab Industries & Il Mathematics & Science Academy,Titan Robotics,Aurora,Illinois,USA,2007,,,Il Mathematics & Science Academy,,CMPMO
700,2027,Westbury High School & Westbury High School,Robotic Dragons,Old Westbury,New York,USA,2007,,,Westbury High School & Westbury High School,,CMPMO
701,2028,Community Knights/Lockheed Martin/Huntington Ingalls Industries/National Defense Education Program/SPAWAR Systems Center Atlantic/Newport News Shipbuilding Apprentice School/Rex Companies/Hampton Machine Shop/Hampton City Schools&Phoebus High,Phantom Mentalist,Hampton,Virginia,USA,2007,,CHS,Phoebus High,,CMPMO
702,2035,Carmel Unified School District/Naval Post Graduate School/National Defense Education Program/Monterey Bay Aquarium Research Institute/Brin Wojciciki Foundation/Padre Parents/El Camino Machine and Welding/Solidworks&Carmel High,Robo Rockin' Bots,Carmel,California,USA,2007,,,Carmel High,,CMPTX
703,2036,Medtronic/Ball Aerospace & Technologies Corp/Neya/Spire/The Tholakapalli Family/Beau Jo's Pizza&Fairview High School,The Black Knights,Boulder,Colorado,USA,2007,,,Fairview High School,,CMPTX
704,2039,"Superior Joining Technologies, Inc /UTC AEROSPACE SYSTEMS/WOODWARD, INC./Rockford Robotics Inc&Neighborhood Group",Rockford Robotics Inc,Machesney Park,Illinois,USA,2007,,,Neighborhood Group,,CMPMO
705,2040,Caterpillar / TE Connectivity / ABB / Stellar Systems & Dunlap High School,DERT - Dunlap Eagles Robotics Team,Dunlap,Illinois,USA,2007,,,Dunlap High School,,CMPMO
706,2046,The Boeing Company/Washington State OSPI/Flow International Corporation/Pinnacle Medical Wellness/Google&Tahoma Senior High School,Bear Metal,Maple Valley,Washington,USA,2007,,PNW,Tahoma Senior High School,,CMPTX
707,2048,"Detroit Public Schools/Comcast/DADARA/Gentherm/DTE Energy/2014 FRC Hardship Grant, MEZ/FORD/VDV Concessions,LLC/MEZ&Detroit International Academy for Young Women",The Pink Panthers,Detroit,Michigan,USA,2007,,FIM,Detroit International Academy for Young Women,,CMPMO
708,2051,Caterpillar Inc./Aerotech Inc./PTI & a W Beattie Career Center,The Beattie Bulldogs,Allison Park,Pennsylvania,USA,2007,,,a W Beattie Career Center,,CMPMO
709,2052,Groves Foundation/Medtronic/Best Buy/Secure Digital Solutions/Buttermilk Basin&Irondale Senior High,KnightKrawler,Saint Paul,Minnesota,USA,2007,,,Irondale Senior High,,CMPMO
710,2053,Microsoft/BAE Systems/Lockheed Martin/Empire Plastics/North Point Technology & Union Endicott High School & Vestal Senior High School,TigerTronics,Endicott,New York,USA,2007,,,Union Endicott High School & Vestal Senior High School,,CMPMO
711,2054,General Motors Grand Rapids/Sebright Products/Midway Chevrolet of Plainwell/Hopkins Propane&Hopkins High School,Tech Vikes,Hopkins,Michigan,USA,2007,,FIM,Hopkins High School,,CMPMO
713,2059,Optimist International/IBM/Duke Energy/Nutanix&Athens Drive High,The Hitchhikers,Apex,North Carolina,USA,2007,,NC,Athens Drive High,,CMPTX
714,2062,Rockwell Automation/GE Volunteers/Toshiba/SMC/InSinkErator/Punch Manufacturing/TLX/School District of Waukesha/SCORE & Waukesha Engineering Preparatory Academy & West High & South High & North High,C.O.R.E  2062,Waukesha,Wisconsin,USA,2007,,,Waukesha Engineering Preparatory Academy & West High & South High & North High,,CMPMO
715,2064,United Technologies/Lockheed Martin/PTC/Nexus Design/Ace Hardware&Pomperaug Regional High School,The Panther Project,Southbury / Middlebury,Connecticut,USA,2007,,NE,Pomperaug Regional High School,,CMPMO
716,2067,Bishop's Orchards/United Technologies/Rockwell Automation/Moroso Performance Products/Pa's Place/Andersen Windows and Doors/Intuitive Surgical/Medtronic&4-H Youth Development Organization,Apple Pi,Guilford,Connecticut,USA,2007,,NE,4-H Youth Development Organization,,CMPMO
717,2068,"FIRST Robotics /Progeny Systems Corporation/Lockheed Martin/Overlook Systems Technologies, Inc./BAE Systems/SPARK - Prince William County Public School's Education Foundation/Prince William County Public Schools/Micron Technology/Osbourn Park High School/Stellar Solutions Foundation/Marine Corps Systems Command &Osbourn Park High",Metal Jackets,Manassas,Virginia,USA,2007,,CHS,Osbourn Park High,,CMPMO
718,2070,Ridgefield Board of Education/Ridgefield PTA/Picatinny STEM/General Devices/DoDSTEM & Ridgefield Memorial High,Royals,Ridgefield,New Jersey,USA,2007,,MAR,Ridgefield Memorial High,,CMPMO
719,2073,Siemens Mobility & Pleasant Grove High,EagleForce,Elk Grove,California,USA,2007,,,Pleasant Grove High,,CMPTX
720,2075,Wege Foundation/Barebulb Company/Dick & Betsy DeVos Foundation/Herman Miller/HB Fuller/Rescom Electric Inc/W Soule/Repair Technologies LLC/Lakelind Electric/GE Aviation Volunteers&West Catholic High School,Enigma Robotics,Grand Rapids,Michigan,USA,2007,,FIM,West Catholic High School,,CMPMO
721,2077,Rockwell Automation/GE Volunteers of GE Healthcare/Waukesha County Technical College/FAS/CBRE-Environmental Systems Inc./Sharp Packaging Systems Inc./Carbide Grinding/Buchanan Family/Findorff/Milwaukee Tool/Meyers Electric/Delzer&Kettle Moraine High,Laser Robotics,Wales,Wisconsin,USA,2007,,,Kettle Moraine High,,CMPMO
722,2078,"Lacoste Drywall, Inc./Vessel Statistics/Bentley Inc. & St Pauls School",Robotic Wolves,Covington,Louisiana,USA,2007,,,St Pauls School,,CMPTX
723,2079,"United Technologies, Pratt & Whitney/Acorn Animal Hospital/Electric Time/4-H of Massachusetts &4-H ALARM Robotics 2079",4H ALARM Robotics,Franklin,Massachusetts,USA,2007,,NE,4-H ALARM Robotics 2079,,CMPMO
724,2080,H Rocker Electric/Lockheed Martin/DS Solidworks/Intralox/Entergy/Walmart&Hammond High School,Torbotics,Hammond,Louisiana,USA,2007,,,Hammond High School,,CMPTX
725,2081,Advanced Technology Services/Caterpillar Inc/Martin Engineering/Wentzel Engraving/Uftring Chevrolet&Peoria Notre Dame High School&Brimfield High School,Icarus,Peoria,Illinois,USA,2007,,,Brimfield High School & Peoria Notre Dame High School,,CMPMO
726,2083,Lockheed Martin & Conifer Senior High School,Team BLITZ,Conifer,Colorado,USA,2007,,,Conifer Senior High School,,CMPTX
727,2084,Spaulding Education Fund/The Hooper Fund/Manchester Masons/MIT Lincoln Lab/Pinpoint Laser Systems/Cape Ann Savings Bank/Lee Spence/Polaris &Manchester Essex Regional High School,Robots by the C,Manchester,Massachusetts,USA,2007,,NE,Manchester Essex Regional High School,,CMPMO
728,2085,Solano County Office of Education/Genentech in cooperation with VPEF/Haddox Consulting Engineers/MedTek Water Systems&Vacaville High,RoboDogs,Vacaville,California,USA,2007,,,Vacaville High,,CMPTX
729,2090,Sam O. Hirota Engineering/Leidos/SAIC/McDonalds of Hawaii/Universal Manufacturers Hawaii/Min Plastics/Friends of Hawaii Robotics&Punahou School,Buff 'n Blue,Honolulu,Hawaii,USA,2007,,,Punahou School,,CMPTX
730,2095,the Episcopal Academy,Direct Current,Newtown Square,Pennsylvania,USA,2007,,MAR,the Episcopal Academy,,CMPMO
732,2102,McCarthy Family Foundation/ViaSat/Nordson/Chief Digial Advisors/Qualcomm/Thomas C. Ackerman Foundation/Premier Stainless/Zodiac Pool Systems/Professional Insurance/Academy Skin Physicians/AFCEA San Diego/NML/Families of Team 2102/San Dieguito Unified School District/SDA Associated Student Body/SAIC&San Dieguito High Academy&San Dieguito High Academy,Team Paradox,Encinitas,California,USA,2007,,,San Dieguito High Academy & San Dieguito High Academy,,CMPTX
733,2106,Luck Stone Corporation / Rockwell Automation & Goochland High & Goochland Middle,The Junkyard Dogs,Goochland,Virginia,USA,2007,,CHS,Goochland High & Goochland Middle,,CMPMO
734,2122,"Micron Technology, Inc./Hewlett Packard/J.C. Jeker Foundation/Trinity Trailers/Landmark Industrial/Laura Moore Cunningham Foundation/Boise Schools Educational Foundation/Pacific Steel/Pedersen & Company PLLC&Treasure Valley Math/Science",Team Tators,Boise,Idaho,USA,2007,,,Treasure Valley Math/Science,,CMPTX
735,2129,United Health & Southwest Senior High,Ultraviolet,Minneapolis,Minnesota,USA,2007,,,Southwest Senior High,,CMPMO
736,2130,Autodesk/Ripley Comegys/The Boeing Company/The Fox Trust/Mountain Ledgers/Shopko/General Feed & Grain/Maxfield Family Fund/Badger Booster Club/Boundary County School District 101&Bonners Ferry High School,Alpha+,Bonners Ferry,Idaho,USA,2007,,,Bonners Ferry High School,,CMPTX
737,2135,"Apple / Enseo, Inc. / Qualcomm / nVIDIA / Spray Technology / Xilinx, Inc / Dassault  Systemes / Exatron / Barker Family / Bruno Family / Nguyen Family / Mullins Family & Presentation High School",Presentation Invasion,San Jose,California,USA,2007,,,Presentation High School,,CMPTX
738,2136,Neighborhood Group/Illinois Manufacturing Foundation & Farragut Career Academy Hs,Impossible Mission Force,Chicago,Illinois,USA,2007,,,Farragut Career Academy Hs & Neighborhood Group,,CMPMO
739,2137,FCA Foundation/Dessault Systems (Solidworks)/CAMS CNC Software/ARC Investment of Auburn Hills/Oakland Orthropaedic Surgeons/Michigan Department of Education/CEC Controls Company/SMC Corporation /Village Tees/Stage 3 Productions/Quality Fastener and Supply/Pillar Design/Kettering University/Barron Industries&Oxford High School,TORC,Oxford,Michigan,USA,2007,,FIM,Oxford High School,,CMPMO
740,2141,Nvidia & De La Salle High School,Spartonics,Concord,California,USA,2007,,,De La Salle High School,,CMPTX
741,2143,Boeing/JSO Technology/ILC Alumni Association & Immanuel Lutheran High School,Team Tobor,Eau Claire,Wisconsin,USA,2007,,,Immanuel Lutheran High School,,CMPMO
742,2144,SHS/Google/Apple/Abbott Medical/WeDriveU/Humphreys Family/Dylan Hruska/SolidWorks&Sacred Heart Preparatory,Gators,Atherton,California,USA,2007,,,Sacred Heart Preparatory,,CMPTX
743,2145,"GM Foundation/Trescal Dynamic Technology, Inc./Mega Coney Island/High Octane Printing/cfi Medical/Vic Canever Chevrolet/Lake Fenton Community Schools/State of Michigan/mid-state bolt & screw/Mancino's of Fenton/Curtis-Wolverton VFW Post 3243 & Lake Fenton High School",HAZMATs,Fenton,Michigan,USA,2007,,FIM,Lake Fenton High School,,CMPMO
744,2147,Wagstaff/Itron/Haskins Steel/F5&West Valley High School,CHUCK,Spokane,Washington,USA,2007,,PNW,West Valley High School,,CMPTX
745,2148,Altek/Wagstaff  Inc./f5 Corporation & East Valley High School&Extension & East Valley High School&Extension,Mechaknights,Spokane,Washington,USA,2007,,PNW,East Valley High School&Extension & East Valley High School&Extension,,CMPTX
746,2149,Central Valley School District / OSPI-WA State / F5 / JNW Baldwin Sign / Hotstart / Wagstaff / Battery Systems of Spokane / Office Depot / TEK / Phoenix Company / American Alloy / Les Schwab Tire Center / Savemore Building Supply Inc. & Central Valley High School,CV Bearbots,Veradale,Washington,USA,2007,,PNW,Central Valley High School,,CMPTX
747,2151,Triton College & Proviso Math and Science Academy,Monty Pythons,Forest Park,Illinois,USA,2007,,,Proviso Math and Science Academy,,CMPMO
748,2152,VMA/Rotomation/FPL/Thomas & Betts/Germfree/Boeing/Ford Motor Co./Raydon Corporation/Embry-Riddle Aeronautical University & Spruce Creek High School & University High School,S*M*A*S*H,Port Orange,Florida,USA,2007,,,Spruce Creek High School & University High School,,CMPTX
749,2158,National Instruments / Apple / Texas Workforce Commission / FIRST in Texas / REV Robotics / University of Texas at Austin / ausTIN CANs Supporters Group & Anderson H S,ausTIN CANs,Austin,Texas,USA,2007,,,Anderson H S,,CMPTX
750,2161,Underwriter's Laboratories/County Line Hardware/Sign A Rama/BERKSHIRE HATHAWAY&Walt Whitman High School,Robocats,Huntington Station,New York,USA,2007,,,Walt Whitman High School,,CMPMO
751,2164,KCStemAlliance/Families of Team 2164/Elks Lodge #2791/Baptist Missionary Transportation Ministry/Eerle M. Jorgensen Company/Griner and Schmitz&Harrisonville High&Cass County 4-H,The Core,Harrisonville,Missouri,USA,2007,,,Harrisonville High & Cass County 4-H,,CMPMO
752,2165,Phillips 66 / Conoco Phillips / AEP / Bartlesville Rotary Club / Department of Defense STEM & Tri County Technology Center,Trailblazers,Bartlesville,Oklahoma,USA,2007,,,Tri County Technology Center,,CMPTX
753,2167,Northwest Missouri State University - Missouri Academy,Radical Tech,Maryville,Missouri,USA,2007,,,Northwest Missouri State University - Missouri Academy,,CMPMO
754,2168,Pfizer / Groton Utilities / DoDSTEM-Naval Submarine Base New London / Google / Hubble Incorporated / Groton Education Foundation / The Hillery Company / Nvidia / General Dynamics-Electric Boat / Appllied Physical Sciences &Robert E Fitch High School ,Aluminum Falcons,Groton,Connecticut,USA,2007,,NE,Robert E Fitch High School ,,CMPMO
755,2169,Boston Scientific Corp/UTC - United Technologies/Seagate/Rotary Club of Prior Lake/Lunds & Byerlys Grocery/Engineering Partners/VTI security/Prior Lake-Saveage area schools/Mankato State University (MSU)&Prior Lake High School,KING TeC,Savage,Minnesota,USA,2007,,,Prior Lake High School,,CMPMO
756,2170,UTC&Glastonbury High School,Titanium Tomahawks,Glastonbury,Connecticut,USA,2007,,NE,Glastonbury High School,,CMPMO
757,2171,Crown Point Community Foundation/Burrell Family Foundation/REMAX Pace Realty & Crown Point High School & Crown Point High School,RoboDogs,Crown Point,Indiana,USA,2007,,IN,Crown Point High School & Crown Point High School,,CMPMO
758,2172,Rockwell Automation/Parker Hannifin/Advanced Polymer Coatings Ltd./JBC Technologies/American Tank and Fabricating Co/Pointe Blank Solutions/Alphaport&St Edward High School,Street Legal,Lakewood,Ohio,USA,2007,,,St Edward High School,,CMPMO
759,2175,Northern Tier/Phillips Medisize/3M/Hubbard Broadcasting/Boston Scientific/Intertech&Math & Science Academy,The Fighting Calculators,Saint Paul,Minnesota,USA,2007,,,Math & Science Academy,,CMPMO
760,2177,Boston Scientific & Convent of the Visitation School,The Robettes,Mendota Heights,Minnesota,USA,2007,,,Convent of the Visitation School,,CMPMO
761,2180,"NDEP/Sun Chemical Corporation/Valspar/Lockheed Martin/Mercer County Improvement Authority/FMC Technologies/HTEA and NJEA/Bristol-Myers Squibb/Princeton Partners, Inc/Nav-Air & Hamilton East  Steinert",Zero Gravity,Hamilton,New Jersey,USA,2007,,MAR,Hamilton East  Steinert,,CMPMO
762,2181,Medtronic&Blaine Senior High,G.E.A.R.s (Great Engineers Awesome Robots),Blaine,Minnesota,USA,2007,,,Blaine Senior High,,CMPMO
763,2183,"Entergy/Monsanto/DOW/ARKEMA/Royal Productions/Laitram Corp/Intralox/Cornerstone Chemical/Distefano Plumbing/Skiba Family/Allen's Ace Hardware/Outcast Marine, Inc./Barnes and Noble/Mr. & Mrs. Albert Temes Dr./St. Charles Parish Public Schools&Hahnville High School",Tigerbots,Boutte,Louisiana,USA,2007,,,Hahnville High School,,CMPTX
764,2186,"Stellar Solutions/BAE Systems/Infinity Technology, LLC/SAIC/Westfield High School PTSA/Hickory Ground Solutions/Zeta Associates&Westfield High",Dogs of Steel,Chantilly,Virginia,USA,2007,,CHS,Westfield High,,CMPMO
765,2187,Santee Cooper/Horry County School District & Academy for Technology and Academics,Team Volt,Conway,South Carolina,USA,2007,,,Academy for Technology and Academics,,CMPTX
766,2190,Petal School District/#FlyHighOmar/Kohler Engines/Mississippi Power & Petal High School,Team Hero,Petal,Mississippi,USA,2007,,,Petal High School,,CMPTX
767,2191,Bristol-Myers Squibb/Nordson Corp./Hamilton Township Education Assoc. HTEA/United States Army&Hamilton North  Nottingham,Flux Core,Hamilton,New Jersey,USA,2007,,MAR,Hamilton North  Nottingham,,CMPMO
768,2194,John Deere Horicon Works/PTC/Industrial Controls Engineering/Belke Financial Group/BCI Burke/Moraine Park Technical College/Milwaukee School of Engineering/Stone Foundation/Beine Milk Transport/HUI/Mid-States Aluminum/Bergstrom Automotive/Spiros Industries/JF Ahern/Holiday Automotive Group/MEC/Basic American Medical Products/Saputo Cheese/Hanson Refrigeration&Neighborhood Group&Fond Du Lac High School,Fondy Fire,Fond du Lac,Wisconsin,USA,2007,,,Neighborhood Group & Fond Du Lac High School,,CMPMO
769,2197,IN-Tek IN-Kote/AEP/Qubit Networks&New Prairie High School,Las Pumas,New Carlisle,Indiana,USA,2007,,IN,New Prairie High School,,CMPMO
771,2199,Booz Allen Hamilton/Leidos/Knorr Brake/Flowserve/Freedom Area Recreation Council/Constellation Energy & PIE3 & Liberty High & Winters Mill High & Sykesville Middle,Robo-Lions,Sykesville,Maryland,USA,2007,,CHS,PIE3 & Liberty High & Winters Mill High & Sykesville Middle,,CMPMO
773,2202,ABB Drives/Lockheed Martin/GE Volunteers/ESI | CBRE/Boyle-Frederickson/Milwaukee School of Engineering/Signicast/Trace-A-Matic/Milwaukee Tool/First Bank Financial Centre/Sentry Equipment/Generac/Abodo/D & H/Brookfield East High School/Brookfield Central High School&East High&Central High,BEAST Robotics,Brookfield,Wisconsin,USA,2007,,,East High & Central High,,CMPMO
774,2204,Google/BAE Systems/World's Fare Donuts&California Crosspoint High School,Rambots,Hayward,California,USA,2007,,,California Crosspoint High School,,CMPTX
775,2207,"Medtronic, plc/PTC/The Greater Twin Cities United Way/Wilson Tool/Haberman Manchine/Pinnacle Enginering/Specialty Manufacturing Company&White Bear South Campus Senior",Bright Bears,Saint Paul,Minnesota,USA,2007,,,White Bear South Campus Senior,,CMPMO
