,teamNumber,nameFull,nameShort,city,stateProv,country,rookieYear,robotName,districtCode,schoolName,website,homeCMP
694,2073,"Duracell/Siemens Mobility/MetroList Services, Inc./Optimist Club of Elk Grove&Pleasant Grove High School",EagleForce,Elk Grove,California,USA,2007,,,Pleasant Grove High School,,CMPTX
695,2075,Bulb Digital / Herman Miller / Challenge Manufacturing / Dick & Betsy DeVos Foundation / Rescom Electric Inc / W Soule / Repair Technologies LLC / Lakelind Electric & West Catholic High School,Enigma Robotics,Grand Rapids,Michigan,USA,2007,,FIM,West Catholic High School,,CMPMI
696,2077,"Rockwell Automation / GE Volunteers of GE Healthcare / Department of Instruction, Wisconsin / Sharp Packaging Systems by Pregis / Lockheed Martin / Farris Automated Systems / Kettle Moraine Education Foundation / Briggs and Stratton / MSOE / CBRE-Environmental Systems Inc. / Buchanan Family / Meyers Electric & Kettle Moraine High School",Laser Robotics,Wales,Wisconsin,USA,2007,,,Kettle Moraine High School,,CMPMI
697,2078,St Paul's School,Robotic Wolves,Covington,Louisiana,USA,2007,,,St Paul's School,,CMPTX
698,2079,"United Technologies, Pratt & Whitney/Acorn Animal Hospital/Electric Time/4-H of Massachusetts &4-H ALARM Robotics 2079",4H ALARM Robotics,Franklin,Massachusetts,USA,2007,,NE,4-H ALARM Robotics 2079,,CMPMI
699,2080,Intralox/Lockheed Martin/D.O.D. STEM/Hammond-Northshore Regional Air Show/Entergy/Gainey's Concrete Products/H Rocker Electric/Pierce Aviation/Laurie Guidroz/Intuitive Surgical Inc./Raising Cane's/Dan Wrinkles Plumbing & Hammond High School,Torbotics,Hammond,Louisiana,USA,2007,,,Hammond High School,,CMPTX
700,2081,Advanced Technology Services/Caterpillar Inc/Martin Engineering/Global Heat Transfer/Belcan & Peoria Heights High School & Peoria Notre Dame High School,Icarus,Peoria,Illinois,USA,2007,,,Peoria Heights High School & Peoria Notre Dame High School,,CMPMI
701,2083,Adobe Systems/Ball Corporation/Comcast/Lockheed Martin/Nelnet/CNN/Blue Spruce Kiwanis/Karcher/Conifer High School&Conifer Senior High School,Team BLITZ,Conifer,Colorado,USA,2007,,,Conifer Senior High School,,CMPTX
702,2084,Spaulding Education Fund / The Hooper Fund / Manchester Masons / MIT Lincoln Lab / Pinpoint Laser Systems / Cape Ann Savings Bank / Lee Spence / Polaris & Manchester Essex Reg Middle HS,Robots by the C,Manchester,Massachusetts,USA,2007,,NE,Manchester Essex Reg Middle HS,,CMPMI
703,2085,Genentech/Anthony Annuzzi/Haddox Consulting Engineers&Vaca High School,RoboDogs,Vacaville,California,USA,2007,,,Vaca High School,,CMPTX
704,2090,Sam O. Hirota Engineering/Leidos/SAIC/McDonalds of Hawaii/Universal Manufacturers Hawaii/Min Plastics/Friends of Hawaii Robotics & Punahou School,Buff 'n Blue,Honolulu,Hawaii,USA,2007,,,Punahou School,,CMPTX
705,2095,Episcopal Academy,Direct Current,Newtown Square,Pennsylvania,USA,2007,,FMA,Episcopal Academy,,CMPMI
707,2097,Raisbeck Aviation High School PTSA / Builders Capital / Boeing / OMAX / West Monroe Partners / Highline School District / FIRST Washington / OSPI / Sellen Construction / Microsoft / Milwaukee Tool / SPEEA / Marathon Oil / Russell Fastening Inc. / Division 5 Metals / Bishop Legal & Raisbeck Aviation High School,Phoenix Force Robotics,Tukwila,Washington,USA,2007,,PNW,Raisbeck Aviation High School,,CMPTX
708,2102,Nordson/Zodiac Pool Systems/Viasat/Chief Digial Advisors/McCarthy Family Foundation/Apple/Qualcomm/Booz Allen Hamilton/Solar Turbines/SAIC/PCH Litho/NML/Leichtag Foundation/Families of Team 2102/SDA Associated Student Body/San Dieguito Unified School District&San Dieguito High Sch Academy,Team Paradox,Encinitas,California,USA,2007,,,San Dieguito High Sch Academy,,CMPTX
709,2106,Luck Stone Corporation/Dominion Energy/Rockwell Automation&Goochland High School,The Junkyard Dogs,Goochland,Virginia,USA,2007,,CHS,Goochland High School,,CMPMI
710,2122,"Hewlett Packard/Micron Technology, Inc./J.C. Jeker Foundation/Bayer Fund/Trinity Trailers/Laura Moore Cunningham Foundation/Boise Schools Educational Foundation/Sports Clips/Pedersen & Company PLLC/Landmark Industrial/Idaho Stem Action Committee/Solidworks/Mastercam&Treasure Vly Math Science Ctr",Team Tators,Boise,Idaho,USA,2007,,,Treasure Vly Math Science Ctr,,CMPTX
711,2129,United Health/Boston Scientific/3M Company/Donaldson Foundation/Barr Engineering/Banner Engineering/Albany County Fastener/Stratasys/Southwest Foundation/Williams Uptown/BW Packaging&Southwest High School,Ultraviolet,Minneapolis,Minnesota,USA,2007,,,Southwest High School,,CMPMI
712,2130,Laura Moore Cunningham Foundation/Idaho STEM Action Center/Ripley Comegys Foundation/Innovia Foundation/The Fox Trust/Boeing/Edward Jones: Kevin Callos/BNSF Railway/Mountain Ledgers/Encoder Products Company/Bonners Ferry Lions Club/Maxfield Family Fund/Rotary Club of Bonners Ferry/Boundary County School District 101/Badger Booster Club/Friends and Families of Alpha+&Bonners Ferry High School,Alpha+,Bonners Ferry,Idaho,USA,2007,,,Bonners Ferry High School,,CMPTX
713,2135,"KLA Foundation/Apple/Qualcomm/ANSYS Inc/Cadence/Xilinx, Inc/Enseo/Spray Technology/Encore Industries/Dassault  Systemes/Barker Family/Bruno Family/Mullapudi Family/Rachapudi Family/Tran Family&Presentation High School",Presentation Invasion,San Jose,California,USA,2007,,,Presentation High School,,CMPTX
714,2136,Illinois Manufacturing Foundation / Underwriters Labs / Bosch / Rep. Danny K. Davis & Farragut Career Academy & Kipp Ascend MS & Victoria Soto High School & Lane Tech College Prep High School,Impossible Mission Force,Chicago,Illinois,USA,2007,,,Lane Tech College Prep High School & Victoria Soto High School & Kipp Ascend MS & Farragut Career Academy,,CMPMI
715,2137,Lightning Technologies/Oxford High School Career Technical Education/SMC Corporation/Michigan Department of Education/The Oxford Leader/Vivifyscrum/FCA Foundation/Wood Automation & Controls/ABB/Dessault Systems (Solidworks)/Oakland University - School of Engineering and Computer Science/Kettering University/Clark Construction Company&Oxford High School,The Oxford RoboCats,Oxford,Michigan,USA,2007,,FIM,Oxford High School,,CMPMI
716,2141,Nvidia & De La Salle High School,Spartonics,Concord,California,USA,2007,,,De La Salle High School,,CMPTX
717,2143,Boeing/Kern Electronics/ILC Alumni Association/Culimeta Saveguard&Immanuel Lutheran High School,Team Tobor,Eau Claire,Wisconsin,USA,2007,,,Immanuel Lutheran High School,,CMPMI
718,2145,General Motors /Valeo/High Octane Printing/State of Michigan/Domico Med-Device/Great Lakes Robotics/Bill Carr Signs & Lake Fenton High School,HAZMATs,Linden,Michigan,USA,2007,,FIM,Lake Fenton High School,,CMPMI
719,2147,Elcon Construction / Bill Meyer / Wagstaff / F5 / Greater Spokane Incorporated / Boeing / Mackay Manufacturing & West Valley High School,CHUCK,Spokane,Washington,USA,2007,,PNW,West Valley High School,,CMPTX
720,2151,Proviso Mathematics and Science Academy & Proviso Math & Science Academy,Monty Pythons,Forest Park,Illinois,USA,2007,,,Proviso Math & Science Academy,,CMPMI
721,2152,Rotomation/VMA/Lockheed Martin/Ford Motor Co./State of Florida/FPL & Spruce Creek High School,S*M*A*S*H,Port Orange,Florida,USA,2007,,,Spruce Creek High School,,CMPTX
722,2158,Gene Haas Foundation / Apple / Boy Scouts of America / National Instruments / Texas Workforce Commission / FIRST in Texas / International Business Machines Corporation / REV Robotics / University of Texas at Austin / ausTIN CANs Supporters Group & Anderson High School,ausTIN CANs,Austin,Texas,USA,2007,,TX,Anderson High School,,CMPTX
723,2161,Underwriter's Laboratories/County Line Hardware/Sign A Rama/RNA Electrical/PM Engineering/Evan McPartland /Jet Manufacturing&Walt Whitman High School,Robocats,Huntington Station,New York,USA,2007,,,Walt Whitman High School,,CMPMI
724,2164,Lee and Company LLC/Families of Team 2164/Peculiar Charitable Foundation/Baptist Missionary Transportation Ministry/Alpha Omega Industries&Harrisonville High School,The Core,Harrisonville,Missouri,USA,2007,,,Harrisonville High School,,CMPTX
725,2165,Phillips 66 / Conoco Phillips / AEP / Bartlesville Rotary Club / Department of Defense STEM & Tri County Technology Center,BisonBots,Bartlesville,Oklahoma,USA,2007,,,Tri County Technology Center,,CMPTX
726,2168,Pfizer/UBS Group/DoDSTEM/Charter Oak Credit Union/Groton Utilities/Lawrence & Memorial Hospital/R-D Manufacturing/The Hillery Company/J Steele Services/Google/Applied Physical Sciences/Groton Board of Education & Robert E Fitch High School,Aluminum Falcons,Groton,Connecticut,USA,2007,,NE,Robert E Fitch High School,,CMPMI
727,2169,Prior Lake-Savage Area Schools / Boston Scientific / Ameristar / Lunds & Byerlys Grocery / Engineering Partners International / Mitek / Minnesota State University - Mankato (MSU) & Prior Lake High School,KING TeC,Savage,Minnesota,USA,2007,,,Prior Lake High School,,CMPMI
728,2170,United Technologies Corporation/Collins Aerospace/Glastonbury Board of Education/ABB/ETM/MCAC/Makiaris Media&Glastonbury High School,Titanium Tomahawks,Glastonbury,Connecticut,USA,2007,,NE,Glastonbury High School,,CMPMI
729,2171,Crown Point Community Foundation & Crown Point High School,RoboDogs,Crown Point,Indiana,USA,2007,,IN,Crown Point High School,,CMPMI
730,2172,Matrix/Ansys/American Tank & Fabrication Co. (AT&F)/Lubrizol/Rockwell Automation/NASA/Sunset Industries/St. Edward High School&St Edward High School,Steel Unit-E,Lakewood,Ohio,USA,2007,,,St Edward High School,,CMPMI
731,2175,Andeavor / Phillips Medisize / 3M / Hubbard Broadcasting / Boston Scientific / Intertech & Math & Science Academy,The Fighting Calculators,Saint Paul,Minnesota,USA,2007,,,Math & Science Academy,,CMPMI
732,2177,Boston Scientific/PTC/Palmer Family&Visitation School,The Robettes,Mendota Heights,Minnesota,USA,2007,,,Visitation School,,CMPMI
733,2180,"NDEP / Sun Chemical Corporation / Valspar / Lockheed Martin / Mercer County Improvement Authority / FMC Technologies / HTEA and NJEA / Bristol-Myers Squibb / Princeton Partners, Inc / Nav-Air & Steinert High School-East",Zero Gravity,Hamilton,New Jersey,USA,2007,,FMA,Steinert High School-East,,CMPMI
734,2181,Medtronic / Altron / Dayton Rogers / NEMI / Park Precision / MBA Engineering / Steinwall Inc / Tri-State Truck Wash Of Worthington / Minneapolis Oxygen Company & Blaine High School,G.E.A.R.s (Great Engineers Awesome Robots),Blaine,Minnesota,USA,2007,,,Blaine High School,,CMPMI
735,2183,"Entergy/ Waterford 3/DOW/Monsanto/Laitram Corp/Intralox/Cembell Industries/Rain Carbon/Motion Industries, Inc./Arkema/Distefano Plumbing, Inc./Hahnville High School/St. Charles Parish Public Schools/Admiral Testing Services, Inc./Ace Garage Door/Lucien C. Gassen Surveying Services&Hahnville High School",Tigerbots,Boutte,Louisiana,USA,2007,,,Hahnville High School,,CMPTX
736,2186,BAE Systems/CACI/SAIC/Westfield HS PTSA/ICF/Cisco Systems/Via Geosystems/The Monachello Family&Westfield High School,Dogs of Steel,Chantilly,Virginia,USA,2007,,CHS,Westfield High School,,CMPMI
737,2187,Santee Cooper/Horry County School District & Academy for Tech & Academics,Team Volt,Conway,South Carolina,USA,2007,,,Academy for Tech & Academics,,CMPTX
738,2190,Petal School District / #FlyHighOmar / Kohler Engines / Mississippi Power & Petal High School,Team Hero,Petal,Mississippi,USA,2007,,,Petal High School,,CMPTX
739,2191,Bristol-Myers Squibb/Nordson Corp./Hamilton Township Education Assoc. HTEA&Nottingham High School-North,Flux Core,Hamilton,New Jersey,USA,2007,,FMA,Nottingham High School-North,,CMPMI
740,2194,John Deere Horicon Works / GE Healthcare / Industrial Controls Engineering / Wells Manufacturing / Belke Financial Group / BCI Burke / Beine Milk Transport / Moraine Park Technical College / Milwaukee School of Engineering / Stone Foundation / HUI / Mid-States Aluminum / JF Ahern / Basic American Medical Products & Neighborhood Group & Fond Du Lac High School,Fondy Fire,Fond du Lac,Wisconsin,USA,2007,,,Neighborhood Group & Fond Du Lac High School,,CMPMI
741,2197,IN-Tek IN-Kote & New Prairie High School,Las Pumas,New Carlisle,Indiana,USA,2007,,IN,New Prairie High School,,CMPMI
743,2199,The Kahlert Foundation/Maryland State Department of Education/Booz Allen Hamilton/Carroll Technology Council/Constellation/Freedom Area Recreation Council/Carroll County Public Library/Products Support Incorporated/Intuitive Foundation/Leidos & Century High School & Family/Community & Westminster High School & Gerstell Academy & Glenelg Country School & Liberty High School,Robo-Lions,Finksburg,Maryland,USA,2007,,CHS,Gerstell Academy & Family/Community & Century High School & Westminster High School & Glenelg Country School & Liberty High School,,CMPMI
745,2202,Lockheed Martin/Wisconsin Dept. of Public Instruction/Johnson Controls/GE Volunteers/ABB Drives/Boyle-Frederickson/Milwaukee Tool/CBRE/Sharp Packaging/Sentry Equipment/Milwaukee School of Engineering/Engineering Specialists/Signicast/Trace-A-Matic/Briggs & Stratton&Brookfield East High School&Brookfield Central High School,BEAST Robotics,Brookfield,Wisconsin,USA,2007,,,Brookfield East High School & Brookfield Central High School,,CMPMI
746,2204,Analog Devices/BAE Systems/Paypal/Perforce/World's Fare Donuts&California Crosspoint High School,Rambots,Hayward,California,USA,2007,,,California Crosspoint High School,,CMPTX
747,2207,"Medtronic, plc / PTC / The Greater Twin Cities United Way / Wilson Tool / Haberman Manchine / Pinnacle Enginering / Specialty Manufacturing Company & White Bear Lake High Sch South",Bright Bears,White Bear Lake,Minnesota,USA,2007,,,White Bear Lake High Sch South,,CMPMI
749,2220,3M / Thomson Reuters / Eagan Rotary / Seagage & Eagan High School,Blue Twilight ,Eagan,Minnesota,USA,2007,,,Eagan High School,,CMPMI
750,2221,RoboDawgs Booster Club/EXT Wireless/Miller Family Christmas Lights/The Koenig Family/Auto Glass Unlimited/Mandeville Seafood&Fontainebleau High School,FHS Robodawgs,Mandeville,Louisiana,USA,2007,,,Fontainebleau High School,,CMPTX
751,2224,Ford Motor Company/MEZ- University of Michigan/FIRST in Michigan/Quicken Loans /Detroit Public Schools Community District/DTE/Toyota &Renaissance High School,RoboPhoenix,Detroit,Michigan,USA,2007,,FIM,Renaissance High School,,CMPMI
752,2225,"Caterpillar, Inc./The Boeing Company&Champlin Park High School",R.U.S.T,Brooklyn Park,Minnesota,USA,2007,,,Champlin Park High School,,CMPMI
753,2227,Medtronic / Fridley High School & Fridley High School,Tigers,Fridley,Minnesota,USA,2007,,,Fridley High School,,CMPMI
754,2228,General Motors/Xerox/Southco/Han-Tek/Pittsford Federal Credit Union&Honeoye Falls Lima High School&Rush Henrietta Senior High Sch,CougarTech,Honeoye Falls,New York,USA,2007,,,Honeoye Falls Lima High School & Rush Henrietta Senior High Sch,,CMPMI
757,2232,"Pentair, Inc. / Solidworks & Anoka Senior High School",Deus ex Machina,Anoka,Minnesota,USA,2007,,,Anoka Senior High School,,CMPMI
758,2234,Episcopal Academy,Alternating Current,Newtown Square,Pennsylvania,USA,2007,,FMA,Episcopal Academy,,CMPMI
759,2239,Medtronic / Hopkins Education Fund / Endres Family / J Cube LLC / Lunds and Byerlys / Prudential Financial / MICHAUD COOLEY ERICKSON / Sears Auto Sales / Alliiance / Anchor Plastics / Meyer Borgman Johnson Inc / MyFormulary & Hopkins High School,Technocrats,Hopkins,Minnesota,USA,2007,,,Hopkins High School,,CMPMI
760,2240,DSST Public Schools/F5 Networks/Ubergrippen Indoor Climbing Crag/Leidos/Comcast&Dsst-Stapleton Campus,Brute Force,Denver,Colorado,USA,2007,,,Dsst-Stapleton Campus,,CMPTX
761,2246,"Mid-American Inspection Services/Huston Real Estate/Lewiston Auto Show/Mayfair Plastics, Inc./Lewiston Lions Club/Sylvia Schuster - In Memory of Leo Schuster/Twin Lakes Marina/Toyoto/Michigan Department of Education/Awakon Federal Credit Union/Community Financial Credit Union/Debra Downing/Lawrence & Lynn Marson/Johannesburg-Lewiston Area Schools&Johannesburg-Lewiston High Sch",The Army of Sum,Johannesburg,Michigan,USA,2007,,FIM,Johannesburg-Lewiston High Sch,,CMPMI
762,2252,"NASA / NASA Plum Brook Station / Sierra Lobo, Inc. / Bettcher Industries / Riley Contracting / Schlessman Seed Co. & Ehove Career Center",The Mavericks,Milan,Ohio,USA,2007,,,Ehove Career Center,,CMPMI
763,2259,Medtronic & Cec Early College of Denver,1/4 Twenties,Denver,Colorado,USA,2007,,,Cec Early College of Denver,,CMPTX
764,2261,"Ball Aerospace /Seagate /IBM/Front Range Engineering/S&P Global/Astra Robotics, LLC&Casa de la Esperanza Learning Center",Casa Robotics,Longmont,Colorado,USA,2007,,,Casa de la Esperanza Learning Center,,CMPTX
765,2262,"Granite Telecommunications/Holliston Public Schools/Mathworks/Trilio/United Technologies/AcuityRobotx/Bose/ReMax Executive Reality, M. Kaspern/Century Fiber Optics Ty-Wood Corporation/NuNames/Harbor Freight/Wegmans/Celebrate Holliston&Holliston High School",Robo-Panthers,Holliston,Massachusetts,USA,2007,,NE,Holliston High School,,CMPMI
766,2264,Boston Scientific & Wayzata High School,Trojan Robotics,Plymouth,Minnesota,USA,2007,,,Wayzata High School,,CMPMI
767,2265,The Alumni Association of The Bronx High School  of Science/Bloomberg&Bronx High School of Science,Fe Maidens,Bronx,New York,USA,2007,,,Bronx High School of Science,,CMPMI
769,2333,Bartlett Foundation / DoD STEM & Sapulpa High School,S.C.R.E.E.C.H.,Sapulpa,Oklahoma,USA,2008,,,Sapulpa High School,,CMPTX
770,2335,Shawnee Mission East High Sch,Sargon,Prairie Village,Kansas,USA,2008,,,Shawnee Mission East High Sch,,CMPTX
771,2337,"General Motors/Premier Tooling Systems/Fiat Chrysler Foundation/Davison Tool & Engineering, L.L.C./The Robot Space/Michigan Department of Education/Kettering University/Taylor Steel&Grand Blanc High School",EngiNERDs,Grand Blanc,Michigan,USA,2008,,FIM,Grand Blanc High School,,CMPMI
772,2338,Caterpillar Inc./Navistar International/TE Connectivity/School District 308 & Oswego High School & Oswego East High School,Gear It Forward,Oswego,Illinois,USA,2008,,,Oswego High School & Oswego East High School,,CMPMI
773,2339,Edwards Airforce Base & Antelope Valley High School,Robolopes,Lancaster,California,USA,2008,,,Antelope Valley High School,,CMPTX
774,2340,Xerox Corporation/Micro Instrument Corp/L3 Harris Foundation/Our Lady of Mercy School for Young Women&Our Lady of Mercy School,Xcentrics,Rochester,New York,USA,2008,,,Our Lady of Mercy School,,CMPMI
775,2341,The Boeing Company/Singletrack Integration/Enviro Systems Inc./HAAS Foundation/Team Tinker - Tinker OC-ALC/Citizen Potawatomi Nation/OG&E/Northrop Grumman/Mid First Bank/Canadian Valley Electric COOP&Gordon Cooper Technology Center,Sprockets,Shawnee,Oklahoma,USA,2008,,,Gordon Cooper Technology Center,,CMPTX
776,2342,"Academy for Science and Design/BeyondTrust/4-H/C&M Machine Products/East Penn/Abbott Labs/amazon robotics/Raytheon/Analog Devices/Solidworks/Hi-Tech Fabricators/EmbroidMe/Actex Learning/Goffstown Ace Hardware/BAE SYSTEMS/Market Basket/Greater Nashua FIRST Robotics, Inc.&Neighborhood Group&4-H",Team Phoenix,Nashua,New Hampshire,USA,2008,,NE,Neighborhood Group,,CMPMI
777,2344,Con Edison&Saunders Trade & Tech High Sch,The Saunders Droid Factory ,Yonkers,New York,USA,2008,,,Saunders Trade & Tech High Sch,,CMPMI
778,2345,Kearney School Distrtict/Kearney School District Education Foundation/MAGNA LMV Automotive Systems/EPIC Electric/Cole Printing/Kearney Trust Company/Hampton Plumbing/First Missouri Bank/Platte-Clay Electric Cooperative/Kearney Commercial Bank/Ply Gem&Kearney High School,Animal Control,Kearney,Missouri,USA,2008,,,Kearney High School,,CMPTX
779,2347,School Construction Consultants Incorporated & Walter G O'Connell Copiague HS,Metal Mercs,Copiague,New York,USA,2008,,,Walter G O'Connell Copiague HS,,CMPMI
780,2352,the Chickasaw Nation STEM Academy&Family/Community,Metal Mayhem,Ada,Oklahoma,USA,2008,,,Family/Community,,CMPTX
781,2353,Honey Well & the Pembroke Hill School,The Legion,Kansas City,Missouri,USA,2008,,,the Pembroke Hill School,,CMPTX
782,2357,KC STEM Alliance/Westlake Ace Hardware/ABB Motors and Mechanical Inc./Garmin International&Raymore-Peculiar High School,System Meltdown,Peculiar,Missouri,USA,2008,,,Raymore-Peculiar High School,,CMPTX
783,2358,Echo Robotics / Northrop Grumman / Designcraft Inc. / Johnson Controls / Google / Smalley Steel Ring / Elenco / The Fidelity Group & Lake Zurich High School,Bearbotics,Lake Zurich,Illinois,USA,2008,,,Lake Zurich High School,,CMPMI
784,2359,Boeing/DOD STEM&Edmond Santa Fe High School,RoboLobos,Edmond,Oklahoma,USA,2008,,,Edmond Santa Fe High School,,CMPTX
785,2363,NASA Langley Research Center/US Army Research Laboratory/Community Knights/TE Connectivity/The Boeing Company/Naval Information Warfare Center Atlantic/DoD STEM/Lockheed Martin&Menchville High School&Intentional Innovation Foundation,Triple Helix,Newport News,Virginia,USA,2008,,CHS,Intentional Innovation Foundation & Menchville High School,,CMPMI
786,2367,Stellar Solutions Foundation / Google / SolidProfessor / Autodesk & St Francis High School,Lancer Robotics,Mountain View,California,USA,2008,,,St Francis High School,,CMPTX
787,2370,First Light Technologies/GE Aviation Volunteers/Alderman Chevrolet and Toyota&Stafford Technical Center,IBOTS,Rutland,Vermont,USA,2008,,NE,Stafford Technical Center,,CMPMI
788,2373,DOD Stem&Caddo Kiowa Technology Center,The Crickets,Fort Cobb,Oklahoma,USA,2008,,,Caddo Kiowa Technology Center,,CMPTX
789,2374,Mentor Graphics & Jesuit High School,Crusader Bots,Portland,Oregon,USA,2008,,PNW,Jesuit High School,,CMPTX
790,2375,"The Boeing Company/Arizona Tax Payer/Phoenix Union High School District/BAE Systems/NRG/Microchip Technology, Inc./Sí Se Puede Foundation/DonorsChoose.org/3M/Arizona Science Center/Freeport-McMoRan Foundation/Support My Club/Premiere Plasma&Bioscience High School",Dragon Robotics,Phoenix,Arizona,USA,2008,,,Bioscience High School,,CMPTX
791,2377,NASA-GSFC/AACPS Advanced Studies & Programs/United Technologies Corp-Collins Aerospace/DeWALT/Northrop Grumman/Resolute Technologies/21st Century Education Foundation/Tiber Technologies/ClearShark/Plummer Industries/St. John Properties/Pasadena Signs/UPS/Product Support Inc/TCOM LP/TowBoat US/Maryland Science Center&Chesapeake Senior High School,C Company,Pasadena,Maryland,USA,2008,,CHS,Chesapeake Senior High School,,CMPMI
792,2383,American Heritage School/Boca Bearing/ProcessMap/Florida Power & Light/State of Florida/Motorola Solutions&American Heritage,Ninjineers,Fort Lauderdale,Florida,USA,2008,,,American Heritage,,CMPTX
794,2393,"Navus Automation, Inc. / Denso / Bertlekamp Automation Inc. / North Wind Group & Knoxville Catholic High School",Robotichauns,Knoxville,Tennessee,USA,2008,,,Knoxville Catholic High School,,CMPTX
795,2395,"The Boeing Company/AAR Aircraft Services/ASRC Federal/BancFirst/DOD STEM/AT&T Pioneers,  Oklahoma City Life Member Club/Walker Companies/Sliver Fern Acres/Bush Law&Oklahoma County 4-H",OKC 4-H Robotics - Ninja Munkees,Oklahoma City,Oklahoma,USA,2008,,,Oklahoma County 4-H,,CMPTX
796,2398,The Boeing Company / Cherokee Nation & Sequoyah High School,Tech Walkers,Tahlequah,Oklahoma,USA,2008,,,Sequoyah High School,,CMPTX
797,2399,NASA Glenn Research Center Office of Education/ViaSat/Hathaway Brown School/Dassault Systèmes SolidWorks Corp. & Hathaway Brown School,The Fighting Unicorns,Shaker Heights,Ohio,USA,2008,,,Hathaway Brown School,,CMPMI
798,2403,General Dynamics/The Boeing Company/Collins Aerospace/Bluemedia/Hunter Contracting/SolidWorks/Fastenal/MC Engineering&Family/Community,Plasma Robotics,Mesa,Arizona,USA,2008,,,Family/Community,,CMPTX
799,2404,NASA-JPL/Ontic BBA/Lockheed Martin & Neighbors Empowering Youth (NEY) & NASA,TNT,Altadena,California,USA,2008,,,Neighbors Empowering Youth (NEY) & NASA,,CMPTX
800,2405,Busche Group/The Lions Club of Fruitport/JR Automation/Machine Ethics/Pratt & Whitney Canada/West Michigan Dirt Works/Lee Manufacturing/Dominoes Pizza/Michigan Department of Education&Fruitport High School,Techno Trojans,Fruitport,Michigan,USA,2008,,FIM,Fruitport High School,,CMPMI
801,2408,"Boeing/The Bayer Fund/Emerson/Tierpoint/Hazelwood School District/The United States Navy/Missouri Higher Education Loan Authority/PTC/Kennedy Fence/WrightVision, LLC/Kennedy Fence/HyperX&Hazelwood West High School",Shrapnel Sergeants,Hazelwood,Missouri,USA,2008,,,Hazelwood West High School,,CMPTX
802,2410,Blue Valley CAPS/General Motors/Ryerson/DiTeq/Huhtamaki/Disney&Blue Valley Center For Professional Studies,Blue Valley CAPS Metal Mustang Robotics,Overland Park,Kansas,USA,2008,,,Blue Valley Center For Professional Studies,,CMPTX
803,2411,Oregon Department of Edcation/Boeing/Mark Sutton in Memory of John W. Sutton&Alliance High School-Meek,Rebel Alliance,Portland,Oregon,USA,2008,,PNW,Alliance High School-Meek,,CMPTX
804,2412,Office of the Superintendent of Public Instruction/Bellevue Schools Foundation/Intellectual Ventures/Analog Devices/plugable/Microsoft/T-Mobile/First Tech Federal Credit Union/Mandrio/P&P/Kaliber Global/Ohata Family/kpff/Home Depot&Sammamish High School,Robototes,Bellevue,Washington,USA,2008,,PNW,Sammamish High School,,CMPTX
805,2415,Novelis/Jim and Marilyn Black Family/UL-Greenguard & Westminster School,WiredCats,Atlanta,Georgia,USA,2008,,PCH,Westminster School,,CMPTX
806,2421,Springfield Plaza LLC/The Boeing Company/DoD Stem/Lockheed Martin&Family/Community,RTR Team Robotics,Burke,Virginia,USA,2008,,CHS,Family/Community,,CMPMI
807,2423,Bayer Fund/Google/Enanta Pharmaceuticals/Exergen Corporation/Watertown Savings Bank/QORM/Watertown Community Foundation/Gartaganis Brothers/Watertown High School PTSO&Watertown High School,The KwarQs,Watertown,Massachusetts,USA,2008,,NE,Watertown High School,,CMPMI
808,2425,State of Florida / Chase Zen / Welbilt / Suncoast Asian Cultural Association / Hillsboro Sheet Metal & Hillsborough High School,Hydra ,Tampa,Florida,USA,2008,,,Hillsborough High School,,CMPTX
809,2429,Spartan Boosters / Industrial Metal Supply / Jet Propulsion Lab / Girl Scouts of Greater Los Angeles & La Canada High School,La Canada Engineering Club,La Canada Flintridge,California,USA,2008,,,La Canada High School,,CMPTX
810,2437,BAE SYSTEMS/FRIENDS OF HAWAII ROBOTICS&SACRED HEARTS ACADEMY,Lancer Robotics,Honolulu,Hawaii,USA,2008,,,SACRED HEARTS ACADEMY,,CMPTX
811,2438,'Iolani School & Iolani School,'Iobotics,Honolulu,Hawaii,USA,2008,,,Iolani School,,CMPTX
812,2441,McDonalds of Hawaii & Maryknoll High School,Spartechs,Honolulu,Hawaii,USA,2008,,,Maryknoll High School,,CMPTX
813,2443,Maui Economic and Development Board (MEDB) / BAE Systems / Friends of Hawaii Robotics / Boeing Company / Maui Electric Company / Hawaii Space Grant Consortium / McDonalds of Hawaii / Maui High School Foundation & Maui High School,Blue Thunder,Kahului,Hawaii,USA,2008,,,Maui High School,,CMPTX
814,2444,Kamehameha-Kapalama,Kamehameha RoboWarriors,Honolulu,Hawaii,USA,2008,,,Kamehameha-Kapalama,,CMPTX
815,2445,Structural Solutions / Territorial Savings Bank / National Defense Education Program / HEI / Hawaii State Department of Education Learning Centers Program / Robotics Organizing Committee & Friends of Hawaii Robotics / Booz Allen Hamilton / Monsanto / James and Abigail Campbell Family Foundation / Grab CAD / McDonalds of Hawaii & Kapolei High School,RoboKAP,Kapolei,Hawaii,USA,2008,,,Kapolei High School,,CMPTX
816,2449,Northrop Grumman Innovation Systems/The Boeing Company/Southwest Safety Consulting/Electronic Home Designs & Out of Orbit Labs,Out of Orbit Robotics,Chandler,Arizona,USA,2008,,,Out of Orbit Labs,,CMPTX
817,2450,Cretin Derham Hall,Wind Chill,St. Paul,Minnesota,USA,2008,,,Cretin Derham Hall,,CMPMI
