,teamNumber,nameFull,nameShort,city,stateProv,country,rookieYear,robotName,districtCode,schoolName,website,homeCMP
30,74,Haworth Inc./Russells Technical Products/SpinDance/EBW Electronics/Up and Running Software/River City Metals/PTC/A.D. Bos Vending Services/Hann Persinger P.C.&Holland High School&Black River Public School,Team CHAOS,Holland,Michigan,USA,1995,,FIM,Holland High School & Black River Public School,,CMPMI
31,75,J&J Consumer Inc / Summit Associates / Richmond Foundation / Draftek Design / Kuchavik Consulting & Design / Picatinny Arsenal / Rutgers Dept of Physics and Technology / Active Disposal & Hillsborough High School,RoboRaiders,Hillsborough,New Jersey,USA,1996,,FMA,Hillsborough High School,,CMPMI
32,78,Naval Undersea Warfare Center/ACS Industries/BAE Systems/BankNewport/Casapinka/Chad Kritzas Team/CVS Health Foundation/DoD STEM/Jamestown Press/KVH Industries/Mount Hope Animal Hospital/Nordson EFD/Raytheon/Rite-Solutions/Waters Corporation/W. S. Sanford Inc.&Aquidneck Island Robotics,AIR STRIKE,Newport,Rhode Island,USA,1996,,NE,Aquidneck Island Robotics,,CMPMI
33,79,Honeywell Aerospace / State of Florida & East Lake High School,Team Krunch,Tarpon Springs ,Florida,USA,1998,,,East Lake High School,,CMPTX
34,81,Honeywell / Freeport School District 145 / Ultrasonic Power Corporation / Trez Turning / Morse Electric / Kiwanis Clubs of Freeport / RestorX / Papa Murphy's / Atkins Energy / Culver's of Freeport & Freeport High School & Lena-Winslow High School,MetalHeads,Freeport,Illinois,USA,1994,,,Freeport High School & Lena-Winslow High School,,CMPMI
35,85,Herman Miller Foundation / ITW  Drawform / Trans-matic / Request Foods / Lakeshore Cutting / Mead Johnson Nutritionals / ODL / Gentex / Midway Machine Techlologies / Town & Country Group / Plascore / Consumers Energy / Global Concepts / Disher Design / JR Automation / Challenge Mfg. Company / Hilman Automation / Koops / Superior Cutting Services / Zeeland Farm Service / Woodward & Zeeland West High School & Zeeland East High School,B.O.B. (Built on Brains),Zeeland,Michigan,USA,1996,,FIM,Zeeland West High School & Zeeland East High School,,CMPMI
36,86,JEA/Johnson and Johnson Vision Care/State of Florida/Black and Veatch Engineering/Renaissance Jax Inc/Duval County Public Schools/Alro Metals Plus & Family/Community & Renaissance Jax Inc,Team Resistance,Jacksonville,Florida,USA,1998,,,Renaissance Jax Inc & Family/Community,,CMPTX
37,87,"Lockheed Martin / COMCAST-NBC Universal / Metal Specialists / Lowe's of Lumberton, NJ & Rancocas Valley Region HS",Diablo,Mount Holly,New Jersey,USA,1997,,FMA,Rancocas Valley Region HS,,CMPMI
38,88,"DePuy Synthese, Inc. / Harpak Ulma & Bridgewater-Raynham Reg HS",TJ²,Bridgewater,Massachusetts,USA,1996,,NE,Bridgewater-Raynham Reg HS,,CMPMI
39,93,Plexus Corp./Appleton Area School District&Tesla Engineering Charter Sch&Appleton North High School&Appleton East High School&Appleton West High School,NEW Apple Corps,Appleton,Wisconsin,USA,1997,,,Appleton North High School & Appleton West High School & Appleton East High School & Tesla Engineering Charter Sch,,CMPMI
40,94,FORD MOTOR COMPANY/Eaton Corporation/Denso/Flex (Concept design)&Southfield Hs-Arts & Tech,The  Ninetyfouriors,Southfield,Michigan,USA,1998,,FIM,Southfield Hs-Arts & Tech,,CMPMI
41,95,Hartford Area Career and Technology Center / Progressive Manufacturing / Hypertherm / Fujifilm Dimatix / BAE Systems / OnShape & Hartford Area Career-Tech Ctr,Grasshoppers,White River Junction,Vermont,USA,1997,,NE,Hartford Area Career-Tech Ctr,,CMPMI
42,97,Cambridge Rindge and Latin School/Gene Haas Foundation/Rindge School of Technical Arts/Analog Devices/General Electric Aviation /Google/Graphic Solutions/BAE systems&Cambridge Rindge & Latin HS,Bionic Beef,Cambridge,Massachusetts,USA,1996,,NE,Cambridge Rindge & Latin HS,,CMPMI
43,100,Woodside High School Foundation/Sequoia Union High School District/Intuitive Surgical/Beaver Family/SolidWorks/Alan Steel and Supply Company/GitHub&Woodside High School,The WildHats,Woodside,California,USA,1995,,,Woodside High School,,CMPTX
44,101,ClusterBlue/Friends of Striker/Anderson Electric&St Patrick High School,Striker,Chicago,Illinois,USA,1997,,,St Patrick High School,,CMPMI
45,102,Janssen Pharmaceuticals Inc./Piccatinny Arsenal/Siemens Smart Infrastructure/Air Liquide/Dr. Victor J. Bauer&Somerville High School,The Gearheads,Somerville,New Jersey,USA,1998,,FMA,Somerville High School,,CMPMI
46,103,"Amplifier Research/Lutron Electronics, Inc/Harro Hoflinger/Poppy Plume/Storr Tractor/Eisenhart Construction/Coldwell Banker/Olde Tyme Designs/Palisades High School&Palisades High School",Cybersonics,Kintnersville,Pennsylvania,USA,1997,,FMA,Palisades High School,,CMPMI
47,107,Metal Flow/Tommy's Express Car Wash/JR Automation/Koops/Disher/Twisthink/RepcoLite/Bradford Just-In-Time Packaging/SoundOff Signal/Barber Ford/Fleet Refinishing Work/World Class Prototypes&Holland Christian High School,Team R.O.B.O.T.I.C.S.,Holland,Michigan,USA,1997,,FIM,Holland Christian High School,,CMPMI
48,108,Motorola Solutions Foundation/Florida Power & Light/Apex Machine Company/Harold Rosenberg Fund for Children's Education of the Community Foundation of Broward/Citirix Systems/Dillard High School/Alro Metals/The State of Florida&Dillard High School,SigmaC@T Robotics Team,Fort Lauderdale,Florida,USA,1995,,,Dillard High School,,CMPTX
49,111,Motorola Solutions Foundation/Bosch/Nu-Way Industries/Fermilab/Methode Electronics/Bosch Rexroth/Township High School District 214/District 23/DevLinks Automation & Robotics/GCAMP/Slack/European Painting and Decorating/AvTech/Lendrex/Automatic Precision/ATS Sortimat/The Ortman Group/Koch Family&Township High School District 214,WildStang,Arlington Heights,Illinois,USA,1996,,,Township High School District 214,,CMPMI
50,114,"Google / Apple / Quotient Technology Inc. / Ferrous Systems / Powermatic Associates / Chegg / Dialog Semiconductor / PowerFlex Systems / SolidWorks / IMT Precision, Inc. / Beam On Technology / Gilbert Spray / Applied Welding Technology / Los Altos High School / Family and Friends & Los Altos High School",Eaglestrike,Los Altos,California,USA,1997,,,Los Altos High School,,CMPTX
51,115,"Fremont Union High School Foundation / Qualcomm / Intuitive Surgical / Brin-Wojcicki Foundation / Western Digital / Apprion, Inc / Lockheed Martin / EMC2 / De Anza College Machine Shop / Pinnacle Manufacturing & Monta Vista High School",MVRT,Cupertino,California,USA,1998,,,Monta Vista High School,,CMPTX
52,116,"NASA Headquarters/The PTR Group, Inc.&Herndon High School",Epsilon Delta,Herndon,Virginia,USA,1996,,CHS,Herndon High School,,CMPMI
53,117,Google/PITT OHIO/Heinz Endowments&Pittsburgh Allderdice High Sch,Steel Dragons Robotics,Pittsburgh,Pennsylvania,USA,1998,,,Pittsburgh Allderdice High Sch,,CMPMI
54,118,NASA / NASA-JSC & Clear Creek High School,Robonauts,League City,Texas,USA,1997,,TX,Clear Creek High School,,CMPTX
55,120,NASA/NASA Glenn Research Center/Cuyahoga Community College/Rockwell Automation&Youth Technology Academy,Cleveland's Team,Cleveland,Ohio,USA,1995,,,Youth Technology Academy,,CMPMI
56,121,NDEP / Raytheon / Town of Middletown / Blowfish / Ferreira-Fenton Fund & Middletown High School,Rhode Warriors,Middletown,Rhode Island,USA,1996,,NE,Middletown High School,,CMPMI
57,122,NASA Langley Research Center/New Horizons Regional Education Center&New Horizons Regional Education Center,NASA Knights,Hampton,Virginia,USA,1997,,CHS,New Horizons Regional Education Center,,CMPMI
58,123,General Motors Foundation/Ford Motor/Toyota/National Instruments/DADARA/State of Michigan&Hamtramck High School,Team - Cosmos,Hamtramck,Michigan,USA,1997,,FIM,Hamtramck High School,,CMPMI
59,125,Northeastern University / Sonos Inc. / United Technologies / Markforged / PTC / BAE Systems / West Coast Products LLC / NASA & Greater Boston 4-H Robotics & Boston Latin School & Brookline High School & Revere High School,NUTRONs,Boston,Massachusetts,USA,1998,,NE,Greater Boston 4-H Robotics & Boston Latin School & Brookline High School & Revere High School,,CMPMI
60,126,Jabil Healthcare &Clinton High School,Gael Force,Clinton,Massachusetts,USA,1992,,NE,Clinton High School,,CMPMI
61,128,"American Electric Power / Grandview Bobcat Boosters, Inc. & Grandview Heights High School",The Botcats,Grandview Heights,Ohio,USA,1997,,,Grandview Heights High School,,CMPMI
62,131,BAE SYSTEMS/Rockwell Automation/NHDOE/NBT Bank/CHAOS Families & Alumni/Queen City Rotary Club/Allegro MicroSystems/Pfizer/SolidWorks/Granite State Airport Management Assossiation&Manchester Central High School&4-H,C.H.A.O.S.,Manchester,New Hampshire,USA,1992,,NE,4-H & Manchester Central High School,,CMPMI
63,133,ITS Inc. / Lockheed Martin / Robotics Institute of Maine / MSAD6 & Bonny Eagle High School,B.E.R.T.,Standish,Maine,USA,1997,,NE,Bonny Eagle High School,,CMPMI
64,135,"Patrick Metals/PHM Educational Foundation Corporations For Education/Eagle Oilfield Rentals/Automated Data Systems /IN-MaC/Regal Mold and Die/JPD Controls INC./DeVon Builders/Penn High School, Penn Boosters, and Penn PTO&Penn High School",Penn Robotics,Mishawaka,Indiana,USA,1998,,IN,Penn High School,,CMPMI
65,136,"Plainfield Board of Education / Ivy Visions, Inc. & Plainfield High School",Killer Kardinals,Plainfield,New Jersey,USA,1997,,FMA,Plainfield High School,,CMPMI
66,138,Monarch Instrument/Rockwell Automation/BAE Systems/John Alberts Welding/BB Mold/Rapid Sheet Metal/S&S Machine/Amherst Lions Club/County Stores/PJ Currier Lumber/Omron/Altran&Souhegan High School,Entropy,Amherst,New Hampshire,USA,1996,,NE,Souhegan High School,,CMPMI
67,141,"Engineered Automation Systems, Inc. / JR Automation Technologies, LLC / Holland Board of Public Works / Consumers Energy / Bradford Company / Tric Tool, Ltd. / Koop & Burr Insurance / Gentex / Woodward Inc. / OMT-Veyhl / Lakeshore Cutting Solutions / Padnos / Fastenal / Kaydon / DeLeeuw Lumber & West Ottawa High School",WOBOT,Holland,Michigan,USA,1995,,FIM,West Ottawa High School,,CMPMI
68,144,Clippard Instruments/P&G/OPW Fueling Components/Skyline Chili/Earl and Florence Simmons Foundation/Rabbit Laser USA/Cincinnati Test Systems/R.A Jones/Alliance Robotics&Butler Tech - Colerain High School&Butler Tech - Northwest High School,The R.O.C.K,Cincinnati,Ohio,USA,1994,,,Butler Tech - Colerain High School & Butler Tech - Northwest High School,,CMPMI
69,145,Follett Foundation / Greater Norwich Foundation / Otis Thompsen Foundation / Anna Mabey Foundation / The Balloon Detail & Unadilla Valley High School & Norwich High School & Sherburne Earlville Sr HS,T-Rx,Norwich,New York,USA,1997,,,Unadilla Valley High School & Norwich High School & Sherburne Earlville Sr HS,,CMPMI
70,148,Innovation First International/L3 Harris&Greenville High School,Robowranglers,Greenville,Texas,USA,1992,,TX,Greenville High School,,CMPTX
71,151,MakeIt Labs/GHO Ventures/BAE Systems/3rd Degree Safety Solutions/Parker Hannifin/Star Machines/Ritz Carlton Boston/The Godfrey Hotel/Corning Foundation&Nashua High School-South&Nashua High School-North&Family/Community,Tough Techs,Nashua,New Hampshire,USA,1992,,NE,Family/Community & Nashua High School-North & Nashua High School-South,,CMPMI
72,155,"United Techologies Pratt & Whitney Division, East Hartford, CT / Comcast & Berlin High School & Catherine M Mcgee Middle Sch",The Technonuts,Berlin,Connecticut,USA,1994,,NE,Berlin High School & Catherine M Mcgee Middle Sch,,CMPMI
73,156,Wabtec Corporation&Fairview High School,RPM  - Robotics Plus Mayhem ,Fairview,Pennsylvania,USA,1997,,,Fairview High School,,CMPMI
74,157,Boston Scientific/NASA/Entwistle/Raytheon/Avidia Bank&Assabet Valley Reg Tech HS,AZTECHS,Marlborough,Massachusetts,USA,1992,,NE,Assabet Valley Reg Tech HS,,CMPMI
75,159,Nordson Medical / Advanced Micro Devices Inc / GST Power Service Group / Wolf Robotics / Hewlett Packard Enterprise / Advanced Energy / Metal Distributors / Dynamic Group Circuit Design / Exponential Engineering / Fort Collins Plastics / Noosa Yoghurt / 4Rivers Equipment / US Engineering & Poudre High School,Alpine Robotics,Fort Collins,Colorado,USA,1998,,,Poudre High School,,CMPTX
76,166,"Merrimack School District/New Hampshire Department of Education/Elbit Systems of America/Workplace Modular Systems/BAE Systems/Saint-Gobain/Raytheon/B & K Industrial Finishing, Inc./FLIR Systems Inc/TechNH/Fully Promoted/Sal's Pizza&Merrimack High School",Chop Shop,Merrimack,New Hampshire,USA,1995,,NE,Merrimack High School,,CMPMI
77,167,Collins Aerospace/Kirkwood Regional Center&Iowa City High School&West Senior High School&Liberty High School,Children of the Corn,Iowa City,Iowa,USA,1998,,,Liberty High School & West Senior High School & Iowa City High School,,CMPMI
78,171,John Deere / University of Wisconsin - Platteville / Alliant Energy / Foust Prototyping / Esterline Avista & Platteville High School,Cheese Curd Herd,Platteville,Wisconsin,USA,1995,,,Platteville High School,,CMPMI
79,172,Lanco Integrated / Chinburg Management / Falmouth High School / Adobe / Texas Instruments / Robotics Institute of Maine / IDEXX Laboratories / GoFar & Falmouth High School & Gorham High School,Northern Force,Falmouth/Gorham,Maine,USA,1996,,NE,Falmouth High School & Gorham High School,,CMPMI
80,173,Hubbell / United Technologies / iDevices / CNC Software & Tolland High School & Ellington High School & Connecticut Ib Academy & East Hartford High School,RAGE Robotics ⚙️,Tolland,Connecticut,USA,1995,,NE,Tolland High School & East Hartford High School & Ellington High School & Connecticut Ib Academy,,CMPMI
81,175,United Technologies Corporation /NASA/Peerless Tool &Enfield High School,Buzz Robotics,Enfield,Connecticut,USA,1996,,NE,Enfield High School,,CMPMI
82,176,"Illinois Tool Works (ITW) / Amiel P. Zak Fund / Collins Aerospace & Connecticut 4-H Foundation, Inc. & Windsor Locks High School & Suffield High School",Aces High,Windsor Locks,Connecticut,USA,1996,,NE,"Connecticut 4-H Foundation, Inc. & Windsor Locks High School & Suffield High School",,CMPMI
83,177,United Technologies/NASA&South Windsor High School,Bobcat Robotics,South Windsor,Connecticut,USA,1995,,NE,South Windsor High School,,CMPMI
84,178,UTC Otis Elevator/Parker Hannifin Corp. Fluid Control Div./Sikorsky Aircraft/Farmington Friends of Robotics&Farmington High School,The 2nd Law Enforcers,Farmington,Connecticut,USA,1997,,NE,Farmington High School,,CMPMI
85,179,Propp Family Foundation/Canon/Aerojet Rocketdyne/EDF/Pratt & Whitney/Lockheed Martin/FP&L/Florida Turbine Technologies/State of Florida&Inlet Grove Cmty High School&Suncoast High School,Children of the Swamp,Riviera Beach,Florida,USA,1998,,,Suncoast High School & Inlet Grove Cmty High School,,CMPTX
86,180,Florida Power & Light / UL / State of Florida / Pratt & Whitney / Lockheed Martin - Sikorsky / Siemens & South Fork High School & Clark Advanced Learning Ctr & Martin Co High School & Jensen Beach High School,S.P.A.M.,Stuart,Florida,USA,1998,,,South Fork High School & Clark Advanced Learning Ctr & Martin Co High School & Jensen Beach High School,,CMPTX
87,181,United Technologies/Pratt & Whitney/Stanley Black & Decker/The Stokosa Family & Hartford Public High School & Pathways Academy Tech & Design,Birds Of Prey,Hartford,Connecticut,USA,1998,,NE,Hartford Public High School & Pathways Academy Tech & Design,,CMPMI
89,190,WPI&Mass Academy-Math & Science,Gompei and the H.E.R.D.,Worcester,Massachusetts,USA,1992,,NE,Mass Academy-Math & Science,,CMPMI
90,191,Xerox Corporation / Sikorsky · Lockheed Martin / Rochester Schools Modernization Program & Wilson Magnet High School & Wilson Foundation Academy,X-CATS,Rochester,New York,USA,1992,,,Wilson Magnet High School & Wilson Foundation Academy,,CMPMI
91,192,Robert Bosch LLC/KLA/Lockheed Martin Corporation/Sentient Energy/GRT parents & alumni/Palo Alto Unified School District/Amex Plating&Henry M Gunn HS,GRT,Palo Alto,California,USA,1997,,,Henry M Gunn HS,,CMPTX
92,193,Mt. Olive Board of Education / Mount Olive Robotics Education Association & Mt Olive High School,MORT Beta,Flanders,New Jersey,USA,1997,,FMA,Mt Olive High School,,CMPMI
93,195,United Technologies / REV Robotics / Ametek-Hayden Kerk Motion Solutions / Lockheed Martin / Mohawk Northeast / Pyramid Technologies / Tiger Enterprises / JH Metal Finishings & Southington High School,CyberKnights,Southington,Connecticut,USA,1998,,NE,Southington High School,,CMPMI
94,199,Sequoia Union High School District / Google / Pentair Thermal Management / Abbott Fund & Carlmont High School,Deep Blue,Belmont,California,USA,1998,,,Carlmont High School,,CMPTX
95,201,General Motors Research and Development/The FCA Foundation/Rochester Community Schools/TARDEC - NDEP/Dura/The State of Michigan/Driven Engineered Solutions/Bosch/Continental/ABB/Oakland University School of Engineering & Computer Science/Genisys Credit Union &Rochester High School,The FEDS,Rochester,Michigan,USA,1998,,FIM,Rochester High School,,CMPMI
96,203,Campbell's Soup / Lockheed Martin / Team #203 Family Robotics Boosters Organization / Camden County Technical Schools Board of Education & Camden Co Tech Sch-Gloucester,SOUPer BOTS,Sicklerville,New Jersey,USA,1998,,FMA,Camden Co Tech Sch-Gloucester,,CMPMI
97,204,Lockheed Martin/Eastern Regional High School Board of Education/Eastern Educational Foundation&Eastern High,Eastern Robotic Vikings,Voorhees,New Jersey,USA,1998,,FMA,Eastern High,,CMPMI
98,207,Walt Disney Imagineering / The Boeing Company / Space X / Northrop Grumman Aerospace Systems / Idustrial Metal Supply / Cooler Master & Hawthorne High School,METALCRAFTERS,Hawthorne,California,USA,1999,,,Hawthorne High School,,CMPTX
99,213,Timken/Markem Imaje/Rolls Royce/G S Precision Inc./Whelen&Keene High School,The Dirty Birds,Keene,New Hampshire,USA,1999,,NE,Keene High School,,CMPMI
100,216,Hepfer & Associates & Grandville High School,More RoboDawgs,Grandville,Michigan,USA,1999,,FIM,Grandville High School,,CMPMI
101,217,Ford Motor Company/Aptiv Foundation/Detronic Industries&Utica Community Schools,ThunderChickens,Sterling Heights,Michigan,USA,1999,,FIM,Utica Community Schools,,CMPMI
102,219,Picatinny-DoD/STEM/Google/Arxscan&Warren Hills Regional High Sch,Team Impact 219,Washington,New Jersey,USA,1999,,FMA,Warren Hills Regional High Sch,,CMPMI
103,222,"Tunkhannock Robotics Booster Club / Guyette Communication / Procter and Gamble / Gentex Corporation / Greenman-Pedersen, Inc. / Samepage / Print to 3D & Tunkhannock High School",Tigertrons,Tunkhannock,Pennsylvania,USA,1999,,FMA,Tunkhannock High School,,CMPMI
104,223,Johnson & Johnson/Turner/Eagle Electric/Flemington Instruments and Controls/Picatinny STEM/Reno's Appliances/PatchAmp/Computer Solutions by Dave&Lakeland Regional High School,Xtreme Heat,Wanaque,New Jersey,USA,1999,,FMA,Lakeland Regional High School,,CMPMI
105,224,Mars International / ARDEC Picatinny - NDEP / F&A Machine & Piscataway Township High Sch,The Tribe,Piscataway,New Jersey,USA,1999,,FMA,Piscataway Township High Sch,,CMPMI
106,225,Caterpillar/TE Connectivity/St. Onge Company/Coupling Corporation of America/BAE Systems/Lone Mouontain Ventures LLC/York Country Day School/Acco Material Handling/PennAir/The Martin Family/The Krtanjek Family/JMT/The Edris Family Trust&TechFire Robotics of York,TechFire,York,Pennsylvania,USA,1999,,FMA,TechFire Robotics of York,,CMPMI
107,226,General Motors/Bosch/Delphi Technologies/Michigan Department of Education/Department of Defence: National Defense Education Program of TARDEC/Continental Automotive Systems/Altair Engineering&Troy High School&Athens High School,Hammerheads,Troy,Michigan,USA,1999,,FIM,Athens High School & Troy High School,,CMPMI
