,teamNumber,nameFull,nameShort,city,stateProv,country,rookieYear,robotName,districtCode,schoolName,website,homeCMP
48,108,Motorola Solutions Foundation/Florida Power & Light/Broward County Public Schools/Apex Machine Company/The State of Florida&Dillard High School,SigmaC@T Robotics Team,Fort Lauderdale,Florida,USA,1995,,,Dillard High School,,CMPTX
49,111,"Motorola Solutions Foundation/Bosch/Methode Electronics/Nu-Way Industries/Fermilab/Bosch Rexroth/Township High School District 214/Numerical Precision, Inc./Lendrix/DevLinks/Magnetic Inspection Laboratory/Just Manufacturing/Automatic Precision/District 23 & Elk Grove High School & Buffalo Grove High School & Macarthur Middle School & Rolling Meadows High School & Wheeling High School & Prospect High School & John Hersey High School",WildStang,Arlington Heights,Illinois,USA,1996,,,Macarthur Middle School & Buffalo Grove High School & Elk Grove High School & Rolling Meadows High School & Wheeling High School & Prospect High School & John Hersey High School,,CMPMI
50,114,Google/Nvidia/Apple/Intuitive Surgical/Applied Welding Technology/Advanced Component Technology/Los Altos High School&Los Altos High,Eaglestrike,Los Altos,California,USA,1997,,,Los Altos High,,CMPTX
51,115,"Fremont Union High School Foundation/Qualcomm/Intuitive Surgical/Brin-Wojcicki Foundation/Western Digital/Apprion, Inc/Lockheed Martin/EMC2/De Anza College Machine Shop/Pinnacle Manufacturing&Monta Vista High",MVRT,Cupertino,California,USA,1998,,,Monta Vista High,,CMPTX
52,116,"NASA Headquarters/The PTR Group, Inc./Mach5&Herndon High",Epsilon Delta,Herndon,Virginia,USA,1996,,CHS,Herndon High,,CMPMI
53,117,The Heinz Endowments/Google&Pittsburgh Allderdice Hs,The Steel Dragons,Pittsburgh,Pennsylvania,USA,1998,,,Pittsburgh Allderdice Hs,,CMPMI
54,118,NASA/NASA-JSC & Clear Creek H S,Robonauts,League City,Texas,USA,1997,,,Clear Creek H S,,CMPTX
55,120,NASA/NASA Glenn Research Center/Cuyahoga Community College/Rockwell Automation&Youth Technology Academy,Cleveland's Team,Cleveland,Ohio,USA,1995,,,Youth Technology Academy,,CMPMI
56,121,NDEP/Raytheon/Town of Middletown/Blowfish/Ferreira-Fenton Fund & Middletown High School,Rhode Warriors,Middletown,Rhode Island,USA,1996,,NE,Middletown High School,,CMPMI
57,122,NASA Langley Research Center/Raytheon/New Horizons Regional Education Center&New Horizons Regional Education Center,NASA Knights,Hampton,Virginia,USA,1997,,CHS,New Horizons Regional Education Center,,CMPMI
58,123,General Motors Foundation/General Trucking/Ford Motor/Wayne Metro Community Action Agency/National Instruments/DADARA/State of Michigan&Hamtramck High School,Team - Cosmos,Hamtramck,Michigan,USA,1997,,FIM,Hamtramck High School,,CMPMI
59,125,Northeastern University/Sonos Inc./United Technologies/National Grid/Markforged/PTC/BAE Systems/West Coast Products LLC&Revere High&Brookline High&Boston Latin,NUTRONs,Boston,Massachusetts,USA,1998,,NE,Boston Latin & Brookline High & Revere High,,CMPMI
60,126,Nypro Inc. a Jabil Company&Clinton Senior High,Gael Force,Clinton,Massachusetts,USA,1992,,NE,Clinton Senior High,,CMPMI
61,128,"American Electric Power/Grandview Bobcat Boosters, Inc.&Grandview Heights High School",The Botcats,Grandview Heights,Ohio,USA,1997,,,Grandview Heights High School,,CMPMI
62,131,"BAE SYSTEMS/Rockwell Automation/Solid Works/CHAOS Families/Cronin Bisson & Zalinsky, Attorneys at Law/C.H.A.O.S Alumni/Queen City Rotary Club&Manchester Central High School&4-H Hillsborough County, NH",C.H.A.O.S.,Manchester,New Hampshire,USA,1992,,NE,"Manchester Central High School & 4-H Hillsborough County, NH",,CMPMI
63,133,ITS Inc./Lockheed Martin/Robotics Institute of Maine/MSAD6&Bonny Eagle High School,B.E.R.T.,Standish,Maine,USA,1997,,NE,Bonny Eagle High School,,CMPMI
64,135,Patrick Metals/PHM Educational Foundation Corporations For Education/IN Tek IN Kote/Regal Mold and Die/AM General&Penn High School,Penn Robotics,Mishawaka,Indiana,USA,1998,,IN,Penn High School,,CMPMI
65,136,"Plainfield Board of Education / Ivy Visions, Inc. & Plainfield High",Killer Kardinals,Plainfield,New Jersey,USA,1997,,MAR,Plainfield High,,CMPMI
66,138,Monarch Instrument/Rockwell Automation/BAE Systems/John Alberts Welding/BB Mold/Rapid Sheet Metal/S&S Machine/Amherst Lions Club/County Stores/PJ Currier Lumber&Souhegan Coop High School,Entropy,Amherst,New Hampshire,USA,1996,,NE,Souhegan Coop High School,,CMPMI
67,141,"JR Automation Technologies, LLC/Holland Board of Public Works/OMT-Veyhl/Bradford Company/Engineered Automation Systems, Inc./Koop & Burr Insurance/Tric Tool, Ltd./Gentex/Lakeshore Cutting Solutions/Woodward Inc./Padnos/Fastenal/Consumers Energy/Kaydon/DeLeeuw Lumber & West Ottawa High School Campus",WOBOT,Holland,Michigan,USA,1995,,FIM,West Ottawa High School Campus,,CMPMI
68,144,"Clippard Instruments/HydroTech/P&G/The Kroger Company/Skyline Chili/JWF Technologies/Earl and Florence Simmons Foundation/MSA, Architects/Craftsman Electric/TP Mechanical&Butler Tech - Colerain High School&Butler Tech - Northwest High School",The R.O.C.K,Cincinnati,Ohio,USA,1994,,,Butler Tech - Colerain High School & Butler Tech - Northwest High School,,CMPMI
69,145,Follett Foundation/Greater Norwich Foundation/Otis Thompsen Foundation/Anna Mabey Foundation/The Balloon Detail & Unadilla Valley High School & Norwich High School & Sherburne-Earlville Senior High School,T-Rx,Norwich,New York,USA,1997,,,Unadilla Valley High School & Norwich High School & Sherburne-Earlville Senior High School,,CMPMI
70,148,Innovation First International/L3 Aerospace Systems/Texas Workforce Commission&Greenville H S,Robowranglers,Greenville,Texas,USA,1992,,,Greenville H S,,CMPTX
71,151,MakeIt Labs/GHO Ventures/Parker Hannifin/Benchmark Electronics/BAE Systems/3rd Degree Safety Solutions/Northeast Delta Dental/Think For Fun/RBC Generational Wealth Management Group/Pat Clancy Realty LLC&Family/Community,Tough Techs,Nashua,New Hampshire,USA,1992,,NE,Family/Community,,CMPMI
72,155,"United Techologies Pratt & Whitney Division, East Hartford, CT/Comcast&Berlin High School&Catherine M. Mcgee Middle School",The Technonuts,Berlin,Connecticut,USA,1994,,NE,Berlin High School & Catherine M. Mcgee Middle School,,CMPMI
73,156,General Electric Transportation/Gannon University&Fairview Hs,RPM  - Robotics Plus Mayhem ,Fairview,Pennsylvania,USA,1997,,,Fairview Hs,,CMPMI
74,157,Boston Scientific/Avidia Bank/Raytheon/Entwistle&Assabet Valley Voc Hs,AZTECHS,Marlborough,Massachusetts,USA,1992,,NE,Assabet Valley Voc Hs,,CMPMI
75,159,Nordson Medical/Advanced Micro Devices Inc/GST Power Service Group/Wolf Robotics/Hewlett Packard Enterprise/Advanced Energy/Metal Distributors/Dynamic Group Circuit Design/Exponential Engineering/Fort Collins Plastics/Noosa Yoghurt/4Rivers Equipment/US Engineering&Poudre High School,Alpine Robotics,Fort Collins,Colorado,USA,1998,,,Poudre High School,,CMPTX
76,166,"BAE Systems/The Bull Family/Raytheon/DDG Fabrication/John Albert Welding Services/B & K Industrial Finishing, Inc. &Merrimack High School",Chop Shop,Merrimack,New Hampshire,USA,1995,,NE,Merrimack High School,,CMPMI
77,167,Rockwell Collins/Aero Antenna Technology/Iowa Fluid Power/ACT/Mindbridge Foundation&Iowa City High School&West Senior High School&Liberty High School,Children of the Corn,Iowa City,Iowa,USA,1998,,,Liberty High School & West Senior High School & Iowa City High School,,CMPMI
78,171,John Deere/University of Wisconsin - Platteville/Alliant Energy/Foust Prototyping/Esterline Avista&Platteville High,Cheese Curd Herd,Platteville,Wisconsin,USA,1995,,,Platteville High,,CMPMI
79,172,Lanco Integrated/Texas Instruments/Adobe/Procter & Gamble Tambrands Inc./Robotics Institute of Maine/IDEXX Laboratories/Falmouth High School&Gorham High School&Falmouth High School,Northern Force,Falmouth/Gorham,Maine,USA,1996,,NE,Falmouth High School & Gorham High School,,CMPMI
80,173,United Technologies/Stanley/CNC Software/Eppendorf&Tolland High School&Ellington High School&Connecticut Ib Academy&East Hartford High School,RAGE Robotics,Tolland,Connecticut,USA,1995,,NE,East Hartford High School & Connecticut Ib Academy & Ellington High School & Tolland High School,,CMPMI
81,174,UTC Carrier/Lockheed Martin/Doug Johnson Family/SRC/Kinvergent/Hallenbeck Family&Liverpool High School,Arctic Warriors,Liverpool,New York,USA,1998,,,Liverpool High School,,CMPMI
82,175,United Technologies Aerospace Systems - Space Systems&Enfield High School,Buzz Robotics,Enfield,Connecticut,USA,1996,,NE,Enfield High School,,CMPMI
83,176,UTC Aerospace Systems&Windsor Locks High School&Suffield High School,Aces High,Windsor Locks,Connecticut,USA,1996,,NE,Windsor Locks High School & Suffield High School,,CMPMI
84,177,United Technologies & South Windsor High School,Bobcat Robotics,South Windsor,Connecticut,USA,1995,,NE,South Windsor High School,,CMPMI
85,178,UTC Otis Elevator/Parker Hannifin Corp. Fluid Control Div./Sikorsky/Farmington Friends of Robotics&Farmington High School,The 2nd Law Enforcers,Farmington,Connecticut,USA,1997,,NE,Farmington High School,,CMPMI
86,179,Propp Family Foundation/Canon/EDF/Lockheed Martin/FP&L/Florida Turbine Technologies/Aerojet Rocketdyne/State of Florida&Inlet Grove Community High School&Suncoast Community High School,Children of the Swamp,West Palm Beach,Florida,USA,1998,,,Suncoast Community High School & Inlet Grove Community High School,,CMPTX
87,180,Florida Power & Light/UL/State of Florida/Pratt & Whitney/Lockheed Martin - Sikorsky/ANJAC/Education Foundation of Martin County/Siemens&South Fork High School&Clark Advanced Learning Center&Martin County High School&Jensen Beach High School,S.P.A.M.,Stuart,Florida,USA,1998,,,South Fork High School & Clark Advanced Learning Center & Martin County High School & Jensen Beach High School,,CMPTX
88,181,United Technologies/Pratt & Whitney/Stanley Black & Decker&Hphs Academy of Engineering and Green Technology&Pathways to Technology Magnet School,Birds Of Prey,Hartford,Connecticut,USA,1998,,NE,Hphs Academy of Engineering and Green Technology & Pathways to Technology Magnet School,,CMPMI
90,190,WPI&Ma Academy for Math and Science School,Gompei and the H.E.R.D.,Worcester,Massachusetts,USA,1992,,NE,Ma Academy for Math and Science School,,CMPMI
91,191,Xerox Corporation/Sikorsky · Lockheed Martin&Joseph C Wilson Magnet High School&Joseph C Wilson Foundation Academy,X-CATS,Rochester,New York,USA,1992,,,Joseph C Wilson Magnet High School & Joseph C Wilson Foundation Academy,,CMPMI
92,192,Robert Bosch LLC/SRI/Madco Welding Supply/Sentient Energy/GRT parents & alumni/Palo Alto Unified School District&Henry M Gunn HS,GRT,Palo Alto,California,USA,1997,,,Henry M Gunn HS,,CMPTX
93,193,Mt. Olive Board of Education/Mount Olive Robotics Education Association & Mt  Olive High,MORT Beta,Flanders,New Jersey,USA,1997,,MAR,Mt  Olive High,,CMPMI
94,195,United Technologies/XL Catlin/Ametek-Hayden Kerk Motion Solutions/Lockheed Martin/Mohawk Northeast/Pyramid Technologies/Tiger Enterprises & Southington High School,CyberKnights,Southington,Connecticut,USA,1998,,NE,Southington High School,,CMPMI
95,199,Google/Pentair Thermal Management/Sequoia Union High School District/Oracle/Bot Bash/Carlmont PTSA/Abbott Fund&Carlmont High,Deep Blue,Belmont,California,USA,1998,,,Carlmont High,,CMPTX
96,201,General Motors Research and Development/The FCA Foundation/Rochester Community Schools Foundation/TARDEC - NDEP/Dura/The State of Michigan/Denek Contracting/Genisys Credit Union/DSM Engineered Plastics/DXC Technology/Oakland University School of Engineering & Computer Science/Chet's Rent-All&Rochester High School,The FEDS,Rochester,Michigan,USA,1998,,FIM,Rochester High School,,CMPMI
97,203,Campbell's Soup/Lockheed Martin&Camden Co Tech  Gloucester,SOUPer BOTS,Sicklerville,New Jersey,USA,1998,,MAR,Camden Co Tech  Gloucester,,CMPMI
98,204,Lockheed Martin/Eastern Regional High School Board of Education/Eastern Educational Foundation&Eastern High,Eastern Robotic Vikings,Voorhees,New Jersey,USA,1998,,MAR,Eastern High,,CMPMI
99,207,Walt Disney Imagineering / The Boeing Company /  Roddenberry Foundation / Space X / Northrop Grumman Aerospace Systems / Indusrtial Metal Supply  / Cooler Master & Hawthorne High,METALCRAFTERS,Hawthorne,California,USA,1999,,,Hawthorne High,,CMPTX
100,213,Symbotic/The Argosy Foundation and Boeing Grant/Whelen Engineering/Timken Aerospace&Keene High School,The Dirty Birds,Keene,New Hampshire,USA,1999,,NE,Keene High School,,CMPMI
101,216,Hepfer & Associates & Grandville High School,More RoboDawgs,Grandville,Michigan,USA,1999,,FIM,Grandville High School,,CMPMI
102,217,Ford Motor Company/Innovation First International/Aptiv Foundation/Detronic Industries & Utica Community Schools,ThunderChickens,Sterling Heights,Michigan,USA,1999,,FIM,Utica Community Schools,,CMPMI
103,219,Picatinny DOTC-Stem/Google/Arxscan/Ericsson&Warren Hills Reg High Sch,Team Impact,Washington,New Jersey,USA,1999,,MAR,Warren Hills Reg High Sch,,CMPMI
104,222,Guyette Communication/Procter and Gamble/Print to 3D/Northeast PA Industrial Resource Center/Tunkhannock Chapter of the Rotary International & Tunkhannock Hs,Tigertrons,Tunkhannock,Pennsylvania,USA,1999,,MAR,Tunkhannock Hs,,CMPMI
105,223,Johnson & Johnson/Turner Pharmaceutical/Eagle Electric/Flemington Instruments and Controls/Picatinny STEM/Reno's Appliances/PatchAmp&Lakeland Reg H,Xtreme Heat,Wanaque,New Jersey,USA,1999,,MAR,Lakeland Reg H,,CMPMI
106,224,Mars International/ARDEC Picatinny - NDEP/F&A Machine&Piscataway Twp High,The Tribe,Piscataway,New Jersey,USA,1999,,MAR,Piscataway Twp High,,CMPMI
107,225,PRESIDIO/St. Onge Company/TE Connectivity/Coupling Corporation of America/York Country Day School/York County Community Foundation/Paragon Engineering/Leidos/BAE Systems/DeWALT/PennAir&TechFire Robotics of York,TechFire,York,Pennsylvania,USA,1999,,MAR,TechFire Robotics of York,,CMPMI
108,226,General Motors ME Vehicle Systems/Delphi Foundation/DENSO/Michigan Department of Education/Department of Defence: National Defense Education Program of TARDEC/Kelly Services/Troy Parent Teacher Organization/Troy Foundation for Educational Excellence&Troy High School&Athens High School,Hammerheads,Troy,Michigan,USA,1999,,FIM,Athens High School & Troy High School,,CMPMI
109,228,United Technologies/Trail of Terror/Meriden Board of Education/R&D Precision/Micro Insert Inc./Mountain View Power Eqiupment/The Meriden Foundation/Lockheed Martin/Hobson Motzer/Companion Industries&Francis T. Maloney High School&Orville H. Platt High School&H. C. Wilcox Technical High School&James H. Moran Middle School,GUS Robotics,Meriden,Connecticut,USA,1999,,NE,James H. Moran Middle School & H. C. Wilcox Technical High School & Francis T. Maloney High School & Orville H. Platt High School,,CMPMI
110,229,Clarkson University/E/One/Lockheed Martin/Stewart's Shops/Italian Affair/SeaComm Federal Credit Union/Massena Savings and Loan/Verizon/Jefford's Steel and Engineering Company/Corning&Massena Senior High School&Norwood-Norfolk School,Division By Zero,Potsdam,New York,USA,1999,,,Norwood-Norfolk School & Massena Senior High School,,CMPMI
111,230,"United Technologies/Sikorsky, Lockheed Martin/OEM Controls/Ametek-Hayden Kerk/Shelton Public School System/Hubbell/Intuitive Surgical/Logicbroker/Valley Community Foundation&Shelton High School",Gaelhawks,Shelton,Connecticut,USA,1999,,NE,Shelton High School,,CMPMI
112,231,NASA/Texas Workforce Commisson/Oceaneering Space Systems/LyondellBasell/Chevron Phillips & Pasadena Independent School District,High Voltage,Pasadena,Texas,USA,1998,,,Pasadena Independent School District,,CMPTX
113,233,NASA Kennedy Space Center/BECHTEL/School Board of Brevard County/Lockheed Martin/GDSO/State of Florida/Allstate&Rockledge Senior High School&Cocoa Beach Junior/Senior High School&Space Coast Junior/Senior High School&Viera High School&Satellite Senior High School,The Pink Team,Rockledge,Florida,USA,1999,,,Satellite Senior High School & Rockledge Senior High School & Cocoa Beach Junior/Senior High School & Space Coast Junior/Senior High School & Viera High School,,CMPTX
