,teamNumber,nameFull,nameShort,city,stateProv,country,rookieYear,robotName,districtCode,schoolName,website,homeCMP
15,48,Delphi Corporation/Nordson XALOY & WARREN G HARDING HIGH SCHOOL,Delphi E.L.I.T.E.,Warren,Ohio,USA,1998,,,,,
16,51,GM Powertrain/Delphi/Chrysler Foundation/BAE Systems/AWG Systems/Methode/Genisys Credit Union & Pontiac Schools,The Wings of Fire,Pontiac,Michigan,USA,1996,,FIM,,,
17,53,Army Research Laboratory/Maryland Space Business Roundtable/SCI Group/Alio Designs & ELEANOR ROOSEVELT HIGH,Area 53,Greenbelt,Maryland,USA,1998,,,,,
18,56,Ethicon & BOUND BROOK HIGH,R.O.B.B.E.,Bound Brook,New Jersey,USA,1997,,MAR,,,
19,57,KBR/Hydraquip Custom Systems Inc./Andy's Hardware/Arc Specialties/CenterPoint Energy Give/Chevron/Country Pure Foods/Employee Owned Holdings Inc./ExxonMobil/Hydraquip Distribution Inc./Powell/Texas Workforce Commission/Walter P. Moore & WASHINGTON B T H S,Leopards,Houston,Texas,USA,1998,,,,,
20,58,Fairchild Semiconductor/Robotics Institute of Maine & SOUTH PORTLAND HIGH SCHOOL,The Riot Crew,South Portland,Maine,USA,1996,,NE,,,
21,59,Miami Coral Park Sr. & MIAMI CORAL PARK SENIOR HIGH,Ramtech,Miami,Florida,USA,1997,,,,,
22,60,"KUSD #20 Kingman High School/Kingman Academy of Learning High School/Chrysler Foundation/Laron Incorporated/Purvis Industries/Brackett Aircraft/Potters, Inc/Praxair/Grand Canyon University/Sutton Funeral Home/3-Systems and the Coca Cola Company/Mohave County Block Grant/I Corp/West Coast Netting/Kingman Regional Medical Center/True Value/Coast Aluminum  & KINGMAN HIGH SCHOOL & KINGMAN ACADEMY OF LEARNING - HIGH SCHOOL & Lee williams High school",Bionic Bulldogs,Kingman,Arizona,USA,1997,,,,,
23,61,Blackstone Valley Vocational Regional School District/EMC/QinetiQ North America/Harry's Pizza Whitinsville/PTC & BLACKSTONE VALLEY,The Intimidators,Upton,Massachusetts,USA,1995,,NE,,,
24,63,Millcreek Township School District/GE Volunteers & MCDOWELL HS,McDowell Robotics Team 63 The Red Barons,Erie,Pennsylvania,USA,1997,,,,,
25,66,General Motors Corp / Zingermans / Michigan Department of Education / Soar Tech / Chrome Identity Group / Discount Tire Co.  & Ypsilanti Community HS STEMM Academy,The Flyers,Ypsilanti,Michigan,USA,1998,,FIM,,,
26,67,General Motors Milford Proving Ground & Huron Valley Schools,The HOT Team,Highland,Michigan,USA,1997,,FIM,,,
27,68,General Motors / Michigan Department of Education / Fiat Chrysler Automobiles Foundation / Esys Automation / Continental Automotive Systems / ABB Robotics North America / IBM & Brandon High School & Holly High School,Truck Town Thunder,Ortonville,Michigan,USA,1998,,FIM,,,
28,69,Bluefin Robotics & Quincy Public Schools,HYPER,Quincy,Massachusetts,USA,1998,,NE,,,
29,70,General Motors/State of Michigan/Fiat Chrysler Automotive Foundation/Kettering University/Patti Engineering/Leoni/Midstates Bolt & Screw Co./Burkland/Mid Michigan Robotics Alliance & GOODRICH HIGH SCHOOL,More Martians,Goodrich,Michigan,USA,1998,,FIM,,,
30,71,School City of Hammond/Caterpillar/City of Hammond & AREA CAREER CENTER,Team Hammond,Hammond,Indiana,USA,1996,,IN,,,
31,73,"ME Engineering/RIT FIRST Club/Ron Zarrella & ROCHESTER SCIENCE, TECHNOLOGY, ENGINEERING AND MAT",The Illumination,Rochester,New York,USA,1995,,,,,
32,74,Haworth Inc. / NASA / PTC / SpinDance / Disher Design and Development / EBWE Electronics & HOLLAND HIGH SCHOOL & BLACK RIVER PUBLIC SCHOOL,Team C.H.A.O.S.,Holland,Michigan,USA,1995,,FIM,,,
33,75,J&J Consumer and Personal Products Worldwide - & HILLSBOROUGH HIGH,RoboRaiders,Hillsborough,New Jersey,USA,1996,,MAR,,,
34,78,Naval Undersea Warfare Center/National Defense Education Program/Raytheon/KVH Industries & Aquidneck Island Robotics 4-H Club,AIR Strike,Newport,Rhode Island,USA,1996,,NE,,,
35,79,"Honeywell Aerospace/Career Technical Education Foundation, Inc./GE & EAST LAKE HIGH SCHOOL",Team Krunch,Tarpon Springs ,Florida,USA,1998,,,,,
36,81,"Honeywell/Freeport School District 145/Trez Turning/Kiwanis Clubs of Freeport/Ultrasonic Power Corporation/Spider Company, Inc & FREEPORT HIGH SCHOOL & LENA-WINSLOW HIGH SCHOOL & DURAND HIGH SCHOOL",MetalHeads,Freeport,Illinois,USA,1994,,,,,
37,85,"Herman Miller Foundation / System Components, Inc / Trans-matic / NUVAR Incorporated / ITW  Drawform / Request Foods / Lakeshore Cutting / Mead Johnson Nutritionals / ODL / Gentex / Midway Machine Techlologies / Town & Country Group / Plascore / Consumers Energy / Global Concepts & ZEELAND WEST HIGH SCHOOL & ZEELAND EAST HIGH SCHOOL",B.O.B. (Built on Brains),Zeeland,Michigan,USA,1996,,FIM,,,
38,86,"JEA/VISTAKON Johnson and Johnson Vision Care Products/Black and Veatch Engineering/Johnson Controls, Inc. & STANTON COLLEGE PREPARATORY",Team Resistance,Jacksonville,Florida,USA,1998,,,,,
39,87,Lockheed Martin / COMCAST / NAVSEA & NDEP / CPS Metals / AndyMark / Chick-Fil-A & RANCOCAS VALLEY REG H,Red Devils,Mount Holly,New Jersey,USA,1997,,MAR,,,
40,88,Harpak-ULMA/NTT Data/DePuy & BRIDGEWATER-RAYNHAM REG,TJ(Squared),Bridgewater,Massachusetts,USA,1996,,NE,,,
41,93,Plexus Corp./Appleton Area School District & TESLA ENGINEERING CHARTER SCHOOL & EAST HIGH & NORTH HIGH & WEST HIGH,FIRST Robotics Team 93: NEW Apple Corps,Appleton,Wisconsin,USA,1997,,,,,
42,94,Lear Corporation / Denso Corporation / BASF / Federal Mogul / Eaton Corporation / TRW Automotive & SOUTHFIELD HIGH SCHOOL,The  Technojays,Southfield,Michigan,USA,1998,,FIM,,,
43,95,CRREL/HACTC IMW/BAE Systems & LEBANON HIGH SCHOOL,Grasshoppers,Lebanon,New Hampshire,USA,1997,,NE,,,
44,97,"Akamai Technologies/Draper Laboratories/Vecna Technologies, Inc & CAMBRIDGE RINDGE AND LATIN & CAMBRIDGE RINDGE AND LATIN",Bionic Beef,Cambridge,Massachusetts,USA,1996,,NE,,,
45,100,Pentair / TE Connectivity Foundation / Sequoia Union High School District / Carlmont PTSA / Tate Family / Peninsula Infiniti / Intuitive Surgical / Harmonic Drive LLC / Brin Wojcicki Foundation / SRI International / NASA / SolidWorks / Alan Steel and Supply Company / NTT Group & WOODSIDE HIGH & CARLMONT HIGH,The WildHats,Woodside,California,USA,1998,,,,,
46,101,ST PATRICK HIGH SCHOOL,Striker,Chicago,Illinois,USA,1997,,,,,
47,102,"Janssen Pharmaceuticals Inc. / Voltaix / PSEG / Central Jersey Trailer and Hitch LLC / Alloy Welding Company, Inc. / Gerber Metal Supply Company / Dr. Victor J. Bauer / Jonathan Young & SOMERVILLE HIGH",The Gearheads,Somerville,New Jersey,USA,1998,,MAR,,,
48,103,"Amplifier Research/Hot Chalk/Lutron Electronics, Inc/PHTool/Day Tool and Manufacturing Incorporated/Tyndale/BAE Systems/Fred Beans Automotive/Stokes Manufacturing/Harro Hoflinger/Kiwanis Club of Riegelsville/Client Link & PALISADES HS",Cybersonics,Kintnersville,Pennsylvania,USA,1997,,MAR,,,
49,107,World Class Prototypes/Johnson Controls/Metal Flow/Agritek/Twisthink/Koops & HOLLAND CHRISTIAN HIGH SCHOOL,Team R.O.B.O.T.I.C.S.,Holland,Michigan,USA,1997,,FIM,,,
50,108,Motorola Solutions Foundation/Broward County Public Schools & DILLARD HIGH SCHOOL,SigmaC@T Robotic Team,Ft. Lauderdale,Florida,USA,1995,,,,,
51,111,"Motorola Solutions Foundation/Methode Electronics/Township High School District 214/Numerical Precision, Inc./Nu-Way Industries/Lendrix/Magnetic Inspection Laboratory/Just Manufacturing & ROLLING MEADOWS HIGH SCHOOL & WHEELING HIGH SCHOOL & PROSPECT HIGH SCHOOL",WildStang,Schaumburg,Illinois,USA,1996,,,,,
52,114,Google / Intuitive Surgical / Applied Welding Technology / Advanced Component Technology / Glbert Spray Coat & LOS ALTOS HIGH,Eagle Strike,Los Altos,California,USA,1997,,,,,
53,115,Google/Lockheed Martin/IBM/Platt Electric Supply/Brin-Wojcicki Foundation/Qualcomm/Western Digital/BAE Systems/De Anza College Machine Shop/Pinnacle Manufacturing/Intel/VMware/Teco Pneumatic/Fremont Union High School Foundation/Symantec Corporation/Intuitive Surgical/EMC2 & MONTA VISTA HIGH,MVRT,Cupertino,California,USA,1998,,,,,
54,116,NASA Headquarters & HERNDON HIGH,Epsilon Delta,Herndon,Virginia,USA,1996,,,,,
55,117,The Newman Own Foundation  / The Heinz Endowments & PITTSBURGH ALLDERDICE HS,The Steel Dragons,Pittsburgh,Pennsylvania,USA,1998,,,,,
56,118,NASA-JSC & CLEAR CREEK H S,Robonauts,League City,Texas,USA,1997,,,,,
57,120,NASA Glenn Research Center/Cuyahoga Community College/GrafTech Corporation/Rockwell Automation & Youth Technology Academy,Cleveland's Team,Cleveland,Ohio,USA,1995,,,,,
58,121,NDEP/Raytheon/Town of Middletown/Blowfish/Ferreira-Fenton Fund & MIDDLETOWN HIGH SCHOOL,Rhode Warriors,Newport County,Rhode Island,USA,1996,,NE,,,
59,122,NASA Langley Research Center / BAE Systems Norfolk Ship Repair / New Horizons Regional Education Center / Pepsi / Measurement Specialties & BUTLER FARM CAMPUS,NASA Knights,Hampton,Virginia,USA,1997,,,,,
60,123,"GM Detroit Hamtramck Assembly / General Motors Foundation / Ford Motor / Design Systems, Inc / Wayne State University Formula SAE / DADARA / State of Michigan & HAMTRAMCK HIGH SCHOOL",Team - Cosmos,Hamtramck,Michigan,USA,1997,,FIM,,,
61,125,Textron Systems/National Grid/Northeastern University & BOSTON LATIN & BROOKLINE HIGH & REVERE HIGH,NUTRONS,Boston,Massachusetts,USA,1998,,NE,,,
62,126,Nypro Inc. & CLINTON SENIOR HIGH,Gael Force,Clinton,Massachusetts,USA,1992,,NE,,,
63,128,"American Electric Power / Grandview Heights Marble Cliff Education Foundation / Grandview Bobcat Boosters, Inc. & GRANDVIEW HEIGHTS HIGH SCHOOL",The Botcats,Grandview Heights,Ohio,USA,1997,,,,,
64,131,"BAE SYSTEMS / Rockwell Automation / GlobaFone / Solid Works / SubItUp & MANCHESTER CENTRAL HIGH SCHOOL &  4-H Hillsborough County, NH",C.H.A.O.S.,Manchester,New Hampshire,USA,1995,,NE,,,
65,133,TEM Inc. / ITS Inc. / Lockheed Martin / Robotics Institute of Maine & BONNY EAGLE HIGH SCHOOL,B.E.R.T,Standish,Maine,USA,1997,,NE,,,
66,135,PHM Educational Foundation / Renesas & PENN HIGH SCHOOL,Penn Robotics,Mishawaka,Indiana,USA,1998,,IN,,,
67,136,PLAINFIELD HIGH,Killer Kardinals,Plainfield,New Jersey,USA,1997,,MAR,,,
68,138,Monarch Instrument/BAE Systems/Rockwell Automation/SvenGrafik/LCF Amps & SOUHEGAN COOP HIGH SCHOOL,Entropy,Amherst,New Hampshire,USA,1996,,NE,,,
69,141,"JR Automation Technologies, LLC / Holland Board of Public Works / Johnson Controls / Magna Sealing and Glass Systems / Bradford Company / Engineered Automation Systems, Inc. / Suntec Services / Koop & Burr Insurance & WEST OTTAWA HIGH SCHOOL CAMPUS",WOBOT,Holland,Michigan,USA,1995,,FIM,,,
70,144,Clippard Instruments / P&G / HBC RadioMatic / The Kroger Company / The Greater Cincinnati Foundation / Alliance Robotics / Craftsman Electric / Cincinnati Test Systems / Hillman Fastener & Butler Tech - Colerain High School & Butler Tech - Northwest High School,The R.O.C.K,Cincinnati,Ohio,USA,1994,,,,,
71,145,Greater Norwich Foundation / Otis Thompsen Foundation / Peptis Foundation / Chenango Valley Technologies / NBT Bank / The Balloon Detail & NORWICH HIGH SCHOOL & SHERBURNE-EARLVILLE SENIOR HIGH SCHOOL & UNADILLA VALLEY HIGH SCHOOL,T-Rx,Norwich,New York,USA,1997,,,,,
72,148,Innovation First International/L-3 Mission Integration/Texas Workforce Commission & GREENVILLE H S,Robowranglers,Greenville,Texas,USA,1992,,,,,
73,151,BAE Systems / Corfin Industries / Blue Coda / Parker Hannifin / Olsen Foundation & NASHUA HIGH SCHOOL NORTH & NASHUA HIGH SCHOOL SOUTH,Tough Techs,Nashua,New Hampshire,USA,1992,,NE,,,
74,155,"United Techologies Pratt & Whitney Division, East Hartford, CT & BERLIN HIGH SCHOOL & CATHERINE M. MCGEE MIDDLE SCHOOL",The Technonuts,Berlin,Connecticut,USA,1994,,NE,,,
75,156,GE/Eriez & FAIRVIEW HS,RPM  - Robotics Plus Mayhem ,Fairview,Pennsylvania,USA,1997,,,,,
76,157,Boston Scientific / EMC2 / Raytheon / Entwistle & ASSABET VALLEY VOC HS,AZTECHS,Marlborough,Massachusetts,USA,1995,,NE,,,
77,159,Nordson/AMD/PHS Alpine Robotics/GST/OtterCares/Wolf Robotics/Hewlett Packard/Advanced Energy/Metal Distributors/Randy Fischer/DGCD/Exponential Engineering/Ft Collins Plastics/Gulley Greenhouse & POUDRE HIGH SCHOOL,Alpine Robotics,Fort Collins,Colorado,USA,1998,,,,,
78,166,BEST BUY / The Bull Family / BAE Systems / PTC / Raytheon & MERRIMACK HIGH SCHOOL,Chop Shop,Merrimack,New Hampshire,USA,1995,,NE,,,
79,167,Rockwell Collins/Aero Antenna Technology & IOWA CITY HIGH SCHOOL & WEST SENIOR HIGH SCHOOL & REGINA INTER-PARISH CATHOLIC EDUCATION CENTER,Children of the Corn,Iowa City,Iowa,USA,1998,,,,,
80,171,John Deere / University of Wisconsin - Platteville & PLATTEVILLE HIGH,Cheese Curd Herd,Platteville,Wisconsin,USA,1995,,,,,
81,172,Lanco Assembly Systems / IDEXX Laboratories / Robotics Institute of Maine / P&G Tambrands Inc. / Adobe / Texas Instruments & FALMOUTH HIGH SCHOOL & GORHAM HIGH SCHOOL,Northern Force,Gorham/Falmouth,Maine,USA,1996,,NE,,,
82,173,United Technologies/E&S Gage/CNC Software/JP Fabrication & TOLLAND HIGH SCHOOL & ROCKVILLE HIGH SCHOOL & ELLINGTON HIGH SCHOOL & CONNECTICUT IB ACADEMY & Home School,RAGE (Robotics & Gadget Eng),Tolland,Connecticut,USA,1995,,NE,,,
83,174,UTC Carrier/Drivers Village/Lockheed Martin/Welch Allyn/TopCoder/SRC & LIVERPOOL HIGH SCHOOL,Arctic Warriors,Liverpool,New York,USA,1998,,,,,
84,175,United Technologies Aerospace  Systems Space Systems/PTC & ENRICO FERMI HIGH SCHOOL & ENFIELD HIGH SCHOOL,Buzz Robotics,Enfield,Connecticut,USA,1996,,NE,,,
85,176,UTC Aerospace Systems/Praxair & WINDSOR LOCKS HIGH SCHOOL & SUFFIELD HIGH SCHOOL,Aces High,Windsor Locks,Connecticut,USA,1996,,NE,,,
86,177,United Technologies & SOUTH WINDSOR HIGH SCHOOL,Bobcat Robotics,South Windsor,Connecticut,USA,1995,,NE,,,
87,178,UTC Otis Elevator / ebm-papst Inc. / UTC Sikorsky / Parker Hannifin Corp. Fluid Control Div. / Barnes Group Inc. & FARMINGTON HIGH SCHOOL,The 2nd Law Enforcers,Farmington,Connecticut,USA,1997,,NE,,,
88,179,UTC/EDF/Lockheed Martin/Propp Family Foundation/FP&L/Florida Turbine Technologies & SUNCOAST COMMUNITY HIGH SCHOOL,The Children of the Swamp,Riviera Beach,Florida,USA,1998,,,,,
89,180,Pratt & Whitney / Florida Power & Light / Education Foundation of Martin County / UL / Billy LiCausi & SOUTH FORK HIGH SCHOOL & CLARK ADVANCED LEARNING CENTER & MARTIN COUNTY HIGH SCHOOL & JENSEN BEACH HIGH SCHOOL,S.P.A.M.,Stuart,Florida,USA,1998,,,,,
90,181,United Technologies/Pratt & Whitney/Stanley Black & Decker & HPHS ACADEMY OF ENGINEERING AND GREEN TECHNOLOGY & PATHWAYS TO TECHNOLOGY MAGNET SCHOOL,Birds Of Prey,Hartford,Connecticut,USA,1998,,NE,,,
92,190,WPI & MA ACADEMY FOR MATH AND SCIENCE SCHOOL,Gompei and the H.E.R.D.,Worcester,Massachusetts,USA,1992,,NE,,,
93,191,Xerox Corporation & JOSEPH C WILSON MAGNET HIGH SCHOOL & JOSEPH C WILSON FOUNDATION ACADEMY,X-CATS,Rochester,New York,USA,1992,,,,,
94,192,Robert Bosch LLC/SRI/Qualcomm/Brin Wojcicki Foundation/Madco Welding Supply/Google/Vander-Bend/Franklin & CatherineJohnson Foundation/GRT parents & alumni/Palo Alto Unified School District & Henry M Gunn HS,GRT,Palo Alto,California,USA,1997,,,,,
95,193,Mt. Olive Board of Education/Mount Olive Robotics Education Association & MT  OLIVE HIGH,MORT Beta,Flanders,New Jersey,USA,1997,,MAR,,,
96,195,"United Technologies / Tiger Enterprises / Mohawk Northeast / Saucier Mechanical Services / Construction Insight, Inc. / Pyramid Technologies / Southington Education Foundation / Conveyco & SOUTHINGTON HIGH SCHOOL",Cyber Knights,Southington,Connecticut,USA,1998,,NE,,,
97,201,General Motors Research and Development / The Chrysler Foundation / Gallagher-Kaiser Corporation / The State of Michigan / Rochester Community Schools Foundation / TARDEC - NDEP / Atlas Copco / Genisys Credit Union / Chet's Rent All / Sir Speedy Printing & ROCHESTER HIGH SCHOOL,The FEDS,Rochester Hills,Michigan,USA,1998,,FIM,,,
98,203,Campbell's Soup & CAMDEN CO TECH  GLOUCESTER,One TUFF Team (Team United for FIRST),Sicklerville,New Jersey,USA,1998,,MAR,,,
99,204,Eastern Regional High School Board of Education/Eastern Educational Foundation/Lockheed Martin/Renesas & EASTERN HIGH,Eastern Robotic Vikings,Voorhees,New Jersey,USA,1998,,MAR,,,
100,207,Walt Disney Imagineering / The Boeing Company /  Roddenberry Foundation / Space X / Northrop Grumman Aerospace Systems / Indusrtial Metal Supply  & HAWTHORNE HIGH,METALCRAFTERS,Hawthorne,California,USA,1999,,,,,
101,213,Entergy / Lehnen Industrial Services / Moore Nanotechnology & KEENE HIGH SCHOOL,The Dirty Birds,Keene,New Hampshire,USA,1999,,NE,,,
102,216,GRANDVILLE HIGH SCHOOL,More RoboDawgs,Grandville,Michigan,USA,1999,,FIM,,,
103,217,VEX Robotics/Ford Motor Company & JOAN C. SERGENT INSTRUCTIONAL RESOURCE CENTER,ThunderChickens,Sterling Heights,Michigan,USA,1999,,FIM,,,
104,219,BASF/Picatinny DOTC-Stem & WARREN HILLS REG HIGH SCH,Team Impact,Washington,New Jersey,USA,1999,,MAR,,,
105,222,Guyette Communication/Procter and Gamble/Print to 3D/Northeast PA Industrial Resource Center & TUNKHANNOCK HS,Tigertrons,Tunkhannock,Pennsylvania,USA,1999,,MAR,,,
106,223,Johnson & Johnson/Ajac Electric & LAKELAND REG H,Xtreme Heat,Wanaque,New Jersey,USA,1999,,MAR,,,
107,224,Mars International / L'Oreal USA / F&A Machine / Ascade Systems & PISCATAWAY TWP HIGH,The Tribe,Piscataway,New Jersey,USA,1999,,MAR,,,
108,225,PRESIDIO Networked Solutions / NRG Energy / Fred Dallmeyer Fund of York County Community Foundation / St. Onge Company / Penn-Air & Hydraulics / Vicki & Damian Rispoli / Coupling Corporation of America / Leidos / BAE Systems / Google / Tekgard / St. Onge Foundation & TechFire Robotics of York,TechFire,York,Pennsylvania,USA,1999,,MAR,,,
109,226,General Motors ME Vehicle Systems/Delphi Foundation/Gallagher-Kaiser Corporation/Troy Foundation for Educational Excellence & ATHENS HIGH SCHOOL & TROY HIGH SCHOOL,Hammerheads,Troy,Michigan,USA,1999,,FIM,,,
110,228,Meriden Public Schools / United Technologies / Trail of Terror / 3M / R&D Precision & FRANCIS T. MALONEY HIGH SCHOOL & ORVILLE H. PLATT HIGH SCHOOL & H. C. WILCOX TECHNICAL HIGH SCHOOL,GUS Robotics,Meriden,Connecticut,USA,1999,,NE,,,
111,229,Clarkson University & MASSENA SENIOR HIGH SCHOOL & SALMON RIVER JUNIOR-SENIOR HIGH SCHOOL,Division By Zero,Potsdam,New York,USA,1999,,,,,
112,230,United Technologies/Sikorsky/OEM Controls/Pitney Bowes/Intuitive Surgical/Boeing & SHELTON HIGH SCHOOL,Gaelhawks,Shelton,Connecticut,USA,1999,,NE,,,
113,231,Texas Workforce Commisson/Oceaneering Space Systems/LyondellBasell/ConocoPhillips & Pasadena Independent School District,High Voltage,Pasadena,Texas,USA,1998,,,,,
114,233,"NASA Kennedy Space Center/BECHTEL/School Board of Brevard County/GovConnection, Inc/PTC/MEA/Cape Canaveral Technical Society/NASA Alumni Association & ROCKLEDGE SENIOR HIGH SCHOOL & COCOA BEACH JUNIOR/SENIOR HIGH SCHOOL & SPACE COAST JUNIOR/SENIOR HIGH SCHOOL & VIERA HIGH SCHOOL",The Pink Team,Rockledge/Cocoa Beach,Florida,USA,1999,,,,,
115,234,Allison Transmission/Rolls-Royce/Morris Machine/Our Proud Grandmas & PERRY MERIDIAN HIGH SCHOOL,Cyber Blue,Indianapolis,Indiana,USA,1999,,IN,,,
116,236,Dominion Millstone Power Station/Lyme-Old Lyme Education Foundation (LOLEF)/Lyme-Old Lyme Public Schools/Brooks Associates Precision Machine Tools & LYME-OLD LYME HIGH SCHOOL,Techno-Ticks,Old Lyme,Connecticut,USA,1999,,NE,,,
117,237,Siemon Company / United Technologies Corporation / Trumpf / TUV Rheinland & WATERTOWN HIGH SCHOOL,Black Magic Robotics,Watertown,Connecticut,USA,1999,,NE,,,
118,238,Texas Instruments / Sunrise Labs Inc. / Millennium Precision  LLC / BAE Systems / Society of Women Engineers (SWE) & MANCHESTER MEMORIAL HIGH SCHOOL,Cruisin' Crusaders,Manchester,New Hampshire,USA,1999,,NE,,,
119,240,DTE Energy  / UWUA Local 223 / Pioneer Metal Finishing / La-Z-Boy / Education Plus Credit Union / Clark Family / Stolisov Family / Eder Family / Jennifer & John Truitt / Branden Ghena / Revard Family / Meyer Family / Denise Coleiro-Smith & JEFFERSON HIGH SCHOOL,Tempest,Monroe,Michigan,USA,1999,,FIM,,,
120,244,MH Labs & GRANDVILLE HIGH SCHOOL,RoboDawgs 3D,Grandville,Michigan,USA,1999,,FIM,,,
121,245,GM Global Product Operations / Chrysler Foundation / Borg-Warner / R & G Drummer / US Army TARDEC_NDEP / State of MI FRC Grant / Oakland University School of Engineering and Computer Science / Valeo Thermal Systems / Wally Edgar Chevrolet & ROCHESTER ADAMS HIGH SCHOOL,Adambots,Rochester Hills,Michigan,USA,1999,,FIM,,,
122,246,Boston University & BOSTON UNIVERSITY ACADEMY,Overclocked,Boston,Massachusetts,USA,1999,,NE,,,
123,247,Terminal Supply / TechShop / TARDEC-NDEP / DADARA Ford Motor Company / The Chrysler Foundation / Berkley Education Foundation / AMG Advanced Manufacturing Group / Eaton Corporation / Solid Works & BERKLEY HIGH SCHOOL & SHRINE CATHOLIC HIGH SCHOOL,Da Bears,Berkley,Michigan,USA,1999,,FIM,,,
124,250,The Foundation for Engineering Education/GE Volunteers/Armory Automotive/Stewarts Foundation/Malta Rotary/Metal Supermarkets/Center for Automation Technologies and Systems (CATS) at RPI & COLONIE CENTRAL HIGH SCHOOL,Dynamos,Colonie,New York,USA,1999,,,,,
125,253,SMUHSD & MILLS HIGH,Mills Robotics Team,Millbrae,California,USA,1999,,,,,
126,254,NASA Ames Research Center / Google / Ooyala / Brin Wojcicki Foundation / The Mercadante Family / BAE Systems / The Kasle Family / Qualcomm / Intuitive Surgical / Vivid-Hosting / West Coast Products / Mentor Graphics / The Jimenez Family / The Magarelli Family / The Kumar Family / Gilbert Spray Coat / Pacific Coast Metal / Applied Welding / Cisco / Four-D Metal Finishing & BELLARMINE COLLEGE PREP SCHOOL,The Cheesy Poofs,San Jose,California,USA,1999,,,,,
127,256,Qualcomm/Google/Brin Wojcicki Foundation/The Olander Company/Flextronics/AppDelegates/XL Construction/Xilinx/West Coast Products/Microsoft/Apple/Willow Glen Foundation Robotics Boosters & WILLOW GLEN HIGH,Robo-Rams,San Jose,California,USA,1999,,,,,
128,263,"Sachem Central School District / Sachem Robotics Team 263 Booster Club / D&D DEVELOPMENT GROUP INC. / RETLIF TESTING LABORATORIES / CHECK-MATE INDUSTRIES, INC. / Guden / Kleinknecht Electric Co. / Zelman Holdings / Westbury Stove and Fireplace / G.B.S.A Enterprises Inc. & Sachem East and North High School",Sachem Aftershock,Lake Ronkonkoma,New York,USA,1999,,,,,
