,teamNumber,nameShort,location,latitude,longitude
3500,8733,Renaissance Robotics,"Athens, Alabama",34.8045487,-86.9711698
3501,8736,The Mechanisms,"Marietta, Georgia",33.9528472,-84.5496148
3502,8737,Rocket Rampage,"Eddyville, Iowa",41.1561503,-92.6381659
3503,8738,Slice,"Fuquay-Varina , Fuquay Varina, North Carolina",35.59829345,-78.79480838764815
3504,8739,Redhawk Robotics,"Ozone Park, New York",40.67677,-73.8437461
3505,8742,Argyll Attack,"Fairmount, Indiana",40.4173005,-85.6504938
3506,8744,Pablo Center Robotics,"Pablo Center at the Confluence, Eau Claire, Wisconsin",44.81137095,-91.50170419370636
3507,8745,RoBeagles,"Phoenix, Arizona",33.4484367,-112.074141
3508,8746,Knights,"Raleigh, North Carolina",35.7803977,-78.6390989
3509,8749,Farmersville  Robotics,"Farmersville , Farmersville, Texas",33.16895935,-96.3701789033845
3510,8750,Tarpontron1cs,"Port Isabel , Port Isabel, Texas",26.0493323,-97.2079613
3511,8751,Miramonte Robotics Club,"Miramonte , Orinda, California",37.84072205,-122.14658611725807
3512,8753,Spectre,"Sarasota, Florida",27.3365805,-82.5308545
3513,8756,Idaho Technomancers,"Twin Falls, Idaho",42.5704456,-114.4602554
3514,8757,GeodeBots,"Greensboro, North Carolina",36.0726355,-79.7919754
3515,8758,Tar-Robo Turtles,"Tarboro, North Carolina",35.8968236,-77.5358049
3516,8761,Tiger8761,"Adairsville , Adairsville, Georgia",34.34021894999999,-84.91739567721248
3517,8766,Panther Robotics,"Packwood, Iowa",41.1328058,-92.0847853
1222,8767,Dark Horse Robotics,"North Branch , North Branch, Michigan",43.229471,-83.196612
3519,8768,CTEC Titans,"Fresno, California",36.7394421,-119.7848307
3520,8769,G.O.R.T.s,"Grand Oaks , Houston, Texas",29.7822691,-95.1999652
3521,8770,CC Robotics Nerd Squad,"Charles City , Charles City, Iowa",43.057922,-92.687393
3522,8771,PioTech,"Wayne, New Jersey",40.9491723,-74.2376802
3523,8772,ASFA,"Alabama School of Fine Arts, Birmingham, Alabama",33.5209386,-86.812768
