,teamNumber,nameShort,location,latitude,longitude
0,1,The Juggernauts,"Oakland Schools Technical Campus--Ne, Pontiac, Michigan",42.66901585,-83.2639979106961
1,4,Team 4 ELEMENT,"Van Nuys, California",34.1866193,-118.4486675
2,8,Paly Robotics,"Palo Alto High, Palo Alto, California",37.4358242,-122.15533274071367
3,11,MORT,"Flanders, New Jersey",40.8456549,-74.6948843
4,16,Bomb Squad,"Mountain Home, Arkansas",36.3361391,-92.3801187
5,20,The Rocketeers,"Shenendehowa , Clifton Park, New York",42.86963355,-73.80857595105246
6,21,ComBBAT,"Astronaut  & Titusville , Titusville, Florida",28.62479625,-80.85131104290072
7,25,Raider Robotix,"North Brunswick Twp High, North Brunswick, New Jersey",40.452812,-74.4686784
8,27,Team RUSH,"Clarkston , Clarkston, Michigan",42.73905605,-83.39198639025453
9,28,Pierson Whalers,"Sag Harbor, New York",40.9978727,-72.2922292
10,31,Prime Movers,"Jenks, Oklahoma",36.0228734,-95.9683278
11,33,Killer Bees,"Notre Dame Preparatory, Auburn Hills, Michigan",42.6732124,-83.25969529028427
12,34,Rockets,"Athens, Alabama",34.8045487,-86.9711698
13,41,RoboWarriors,"Warren, New Jersey",40.8602222,-74.9720493
14,45,TechnoKats Robotics Team,"Kokomo , Kokomo, Indiana",40.4594635,-86.13026910233465
15,48,Delphi E.L.I.T.E.,"Warren, Ohio",39.4203978,-84.180897
16,51,Wings of Fire,"Pontiac , Pontiac, Michigan",42.6327117,-83.292362
17,56,R.O.B.B.E.,"Bound Brook High, Bound Brook, New Jersey",40.56758355,-74.53671162974499
18,58,The Riot Crew,"South Portland , South Portland, Maine",43.63323285,-70.31731723892223
19,59,RamTech,"Miami Coral Park Senior High, Miami, Florida",25.75665545,-80.33947220677479
20,60,Bionic Bulldogs,"Kingman, Arizona",35.189443,-114.0530065
21,63,McDowell Robotics Team 63,"Mcdowell Hs, Erie, Pennsylvania",42.07512135,-80.151092082339
22,66,Grizzly Robotics,"Ypsilanti STEMM Middle College, Ypsilanti, Michigan",42.2440229,-83.6459756
23,67,The HOT Team,"Huron Valley Schools, Highland, Michigan",42.6840138,-83.57680010030208
24,68,Truck Town Thunder,"Ortonville, Michigan",42.8522506,-83.4430002
25,69,HYPER,"Quincy, Massachusetts",42.2509914,-71.0037374
26,70,More Martians,"Goodrich , Goodrich, Michigan",42.9139472,-83.51396339564499
27,71,Team Hammond,"Hammond, Indiana",41.5833658,-87.500043
28,74,Team C.H.A.O.S.,"Holland, Michigan",42.7876022,-86.1090828
29,75,RoboRaiders,"Hillsborough High, Hillsborough, New Jersey",40.49492615,-74.65687728532075
