,teamNumber,nameShort,location,latitude,longitude
2000,4929,Maroon Monsoon,"Haverhill, Massachusetts",42.7777829,-71.0767724
2001,4930,Electric Mayhem,"Buffalo, New York",42.8867166,-78.8783922
2002,4931,Edwardsville Technologies,"Edwardsville, Illinois",38.8114364,-89.953157
2003,4933,Code Green,"Okmulgee, Oklahoma",35.6677078,-95.9690122
1297,4935,T-Rex,"nan, Charlotte, North Carolina",35.100822699999995,-80.94539319231258
2005,4941,RoboBibb,"Macon, Georgia",32.8406946,-83.6324022
2006,4944,The Hi Fives,"Grand Junction, Colorado",39.063956,-108.5507317
2007,4945,Titanium-Wrecks,"Snow Hill, Maryland",38.1770634,-75.3926959
2008,4949,Robo Panthers,"Riverdale, Maryland",38.9615103,-76.9296515
2009,4954,4-H Palindrome Robotics,"Townsend, Delaware",39.3951115,-75.6915973
2010,4956,"White Lake ""Robosharks""","Whitehall, Michigan",43.410011,-86.348679
2011,4958,Robocats,"Langdon, New Hampshire",43.167126,-72.37999
602,4959,Millennium Falcons,"Kansas City, Missouri",39.100105,-94.5781416
2013,4961,Shock and Awe-sum,"Almont, Michigan",42.9205842,-83.0449348
309,4962,Knight Tech Robotics,"Phoenix, Arizona",33.4484367,-112.074141
243,4964,LA Streetbots,"nan, Los Angeles, California",34.0049604,-117.7877947
2016,4965,FIRE,"nan, Anderson, South Carolina",34.5365064,-82.4671262
2017,4967,That ONE Team - Our Next Engineers,"Belmont, Michigan",43.0755822,-85.6091987
2018,4969,Iron FeNix,"Virginia Beach, Virginia",36.8529841,-75.9774183
2019,4970,ICE Cubed,"Harris, Michigan",45.7032234,-87.3462691
1630,4973,Gator Gears,"nan, San Francisco, California",37.7798139,-122.3911499
1232,4978,Tiger Robotics,"Baton Rouge, Louisiana",30.4507936,-91.1391153
2022,4979,DevilStorm Robotics,"Hinsdale, Illinois",41.8024604,-87.9299841
2023,4980,Canine Crusaders,"Kettle Falls, Washington",48.6105163,-118.0563379
2024,4982,Olympus Robotics,"Fort Wayne, Indiana",41.0799898,-85.1386015
2025,4983,IronBots,"Mancelona, Michigan",44.902229,-85.060885
1277,4984,BULLSEYE,"Temecula, California",33.4946353,-117.1473661
2027,4985,elkSPLOSION,"Eagar, Arizona",34.1111581,-109.291475
2028,4986,Iron Eagles,"Tower, Minnesota",47.804984,-92.276651
91,4987,MegaRams,"Worcester, Massachusetts",42.2625621,-71.8018877
2030,4988,Yooper Troopers,"Cedarville, Michigan",45.9983836,-84.3630297
969,4989,Jaguars,"Memphis, Tennessee",35.1460249,-90.0517638
1986,4990,Gryphon Robotics,"Hillsborough, California",37.557252,-122.362529
2033,4991,Horsepower,"Bridgeville, Pennsylvania",40.3561805,-80.1100556
2034,4993,Molten Steel,"Hutchinson, Minnesota",44.8877401,-94.3697057
