,teamNumber,nameShort,location,latitude,longitude
500,1522,DOTM - Defenders of the Multiverse,"Mechanicsville, Virginia",37.627722,-77.35381757536094
501,1523,Mega Awesome Robotic Systems (MARS),Florida,27.7567667,-81.4639835
118,1528,MTR (Monroe Trojan Robotics),"Monroe, Michigan",41.9153358,-83.5135665
114,1529,CyberCards,"Indianapolis, Indiana",39.7683331,-86.1583502
504,1533,Triple Strange,"nan, Greensboro, North Carolina",36.1270734,-79.8607732
505,1537,Robotic Knights,"Uniondale, New York",40.7095827,-73.592341
296,1538,The Holy Cows,"nan, San Diego, California",-53.16129205,-70.93304406533326
507,1539,Blue Eagle Robotics,"nan, Clover, South Carolina",35.11185235,-81.22709014549949
472,1540,Flaming Chickens,"Portland, Oregon",45.5202471,-122.674194
509,1541,MidloCanics,"Midlothian, Virginia",37.5062673,-77.649268
510,1546,"Chaos, Inc.","Baldwin, New York",40.6507766,-73.6124106
511,1551,The Grapes of Wrath,"Naples, New York",42.6160647,-77.4030253
512,1553,KC Robotics Team,"nan, Lugoff, South Carolina",34.2177024,-80.6977142
513,1554,Oceanside Sailors,"Oceanside, New York",40.6390936,-73.6399765
514,1557,12 Volt Bolt,"Eustis, Florida",28.8527675,-81.6853534
515,1559,Devil-Tech,"Victor, New York",42.9825634,-77.4088794
516,1561,ROBODUCKS,"Oklahoma City, Oklahoma",35.4729886,-97.5170536
517,1566,AMMOKNIGHTS,"Idaho Falls, Idaho",43.4887907,-112.03628
518,1569,Haywire Robotics,"Pocatello, Idaho",42.8620287,-112.450627
519,1571,Error404,"Gresham, Oregon",45.4997475,-122.4309766
296,1572,Hammer Heads,"nan, San Diego, California",-53.16129205,-70.93304406533326
521,1583,Ridge View Academy Rambotics,"Watkins, Colorado",39.7443406,-104.6031986
522,1584,Pirates,"nan, Nederland, Colorado",51.8075893,4.7094443
523,1585,Scitobor Robotics,"Shortsville, New York",42.9559145,-77.2206913
524,1590,Titaniums,"Lorain, Ohio",41.4673238,-82.1781904
31,1591,Greece Gladiators,"nan, Rochester, New York",43.1100257,-77.54586782478958
526,1592,Bionic Tigers,"Cocoa, Florida",28.3553873,-80.7318827
527,1595,Dragons,"Spokane, Washington",47.6571934,-117.42351
528,1596,The Instigators,"Sault Sainte Marie, Michigan",46.5000696,-84.33902197021817
529,1598,Team Talon,"Danville, Virginia",36.5859718,-79.3950228
500,1599,CircuiTree,"Mechanicsville, Virginia",37.627722,-77.35381757536094
156,1600,ROBO KINGS AND QUEENS,"nan, Brooklyn, New York",40.6038604,-73.9966803
532,1601,QS1601,"L.I.C., New York",14.7230203,120.9750029
533,1610,B.O.T. (Builders of Tomorrow),"Franklin, Virginia",37.0527719,-79.8813093
534,1619,Up-A-Creek Robotics,"Longmont, Colorado",40.1672117,-105.1019287
535,1622,Team Spyder,"Poway, California",32.9628234,-117.035864
536,1625,Winnovation,"nan, Winnebago, Illinois",42.4135386,-88.9628836
537,1626,Falcon Robotics,"Metuchen, New Jersey",40.5431598,-74.3632049
538,1629,Garrett Coalition (GaCo),"Accident, Maryland",39.6289521,-79.3208439
485,1633,RoboBuffs,"Tempe, Arizona",33.4255117,-111.9400164
540,1635,TECHNOTICS,"Elmhurst, New York",40.7365804,-73.8783932
541,1640,Sab-BOT-age,"Downingtown, Pennsylvania",40.0064958,-75.7032742
542,1642,Techno-Cats,"Ft. Worth, Texas",32.753177,-97.3327459
243,1644,The Robo-Skunks,"nan, Los Angeles, California",34.0049604,-117.7877947
544,1646,Precision Guessworks,"Lafayette, Indiana",40.4167022,-86.8752869
545,1647,Iron Devils,"Tabernacle, New Jersey",38.9840016,-74.9051719
467,1648,G3 Robotics,"Atlanta, Georgia",33.7489924,-84.3902644
547,1649,The E.M.S. Lakers,"Windemere, Florida",28.0251354,-81.9745773
333,1658,Tech Heads,"St. Louis, Missouri",38.6280278,-90.1910154
273,1660,Harlem Knights,"nan, New York, New York",40.7550963,-73.4763586
550,1661,Griffitrons,"Sherman Oaks, California",34.1508718,-118.4489865
551,1662,Raptor Force Engineering,"Lodi, California",38.1301968,-121.2724473
552,1665,Weapons of Mass Construction,"Hudson, New York",42.2528649,-73.790959
553,1671,Buchanan Bird Brains,"Clovis, California",36.8252277,-119.7029194
554,1672,Robo-T-Birds,"Mahwah, New Jersey",41.0887072,-74.1437552
555,1675,The Ultimate Protection Squad,"Milwaukee, Wisconsin",43.0349931,-87.922497
556,1676,The Pascack PI-oneers,"Montvale, New Jersey",41.0467635,-74.0229173
557,1677,Quantum Ninjas ,"Kalamazoo, Michigan",42.291707,-85.5872286
558,1678,Citrus Circuits,"Davis, California",38.545379,-121.744583
559,1683,Techno Titans,"Johns Creek, Georgia",34.0181557,-84.190196
560,1684,Chimeras ,"Lapeer, Michigan",43.0904764,-83.2333705
561,1695,"Bearly Robotics- ""Your Best Alloy""","nan, Helena, Montana",-18.979663,-49.493623
562,1699,Robocats,"Colchester, Connecticut",41.579503,-72.341581249226
2,1700,Gatorbotics,"nan, Palo Alto, California",-22.2191852,-49.9758677
564,1701,RoboCubs,"Detroit, Michigan",42.3315509,-83.0466403
565,1706,Ratchet Rockers,"Wentzville, Missouri",38.8244136,-90.8683119
566,1708,AMP'D Robotics,"McKeesport, Pennsylvania",40.3478472,-79.864215
567,1710,The Ravonics Revolution,"Olathe, Kansas",38.8838856,-94.81887
568,1711,Raptors,"Traverse City, Michigan",44.7606441,-85.6165301
569,1712,Dawgma,"Ardmore, Pennsylvania",40.0067786,-75.2854622
555,1714,MORE Robotics,"Milwaukee, Wisconsin",43.0349931,-87.922497
571,1716,Redbird Robotics,"De Pere, Wisconsin",44.4493584,-88.0599986
572,1717,D'Penguineers,"Goleta, California",34.4358295,-119.8276389
573,1718,The Fighting Pi,"Armada, Michigan",42.8441964,-82.8843722
574,1719,The Umbrella Corporation,"Brooklandville, Maryland",39.4114301,-76.66737718644993
575,1720,PhyXTGears,"Muncie, Indiana",40.1936892,-85.3865271
495,1721,Tidal Force,"Concord, New Hampshire",43.207178,-71.537476
577,1723,The FBI - FIRST Bots of Independence,"Independence, Missouri",39.0924792,-94.4137923
