,teamNumber,nameShort,location,latitude,longitude
3000,7308,DeepVision,"Los Altos, California",37.3790629,-122.116578
3001,7309,Green Lightning,"Storm Lake , Storm Lake, Iowa",42.62635765,-95.20171754247627
3002,7311,SquintSquad,"Virginia Secondary, Virginia, Minnesota",47.52047665,-92.53944758120792
3003,7312,T3,"Tomball, Texas",30.0971621,-95.6160549
3004,7313,SBA Eaglebots,"Cordova, Tennessee",35.1556451,-89.7761955
3005,7314,Tornados,"Franklin , Franklin, New Hampshire",44.6167295,-69.9408894
3006,7315,Giga-Knights,"Deerfield-Windsor School, Albany, Georgia",31.590173,-84.2387985
3007,7316,Ursuline Academy High School ,"Ursuline Academy , New Orleans, Louisiana",29.94131015,-90.11336919452077
3008,7317,Crusader Crew,"Archbishop Riordan , San Francisco, California",37.727886749999996,-122.45429541062268
3009,7318,Nanuet Knightronz,"Nanuet Senior , Nanuet, New York",41.0878289,-74.001335
3010,7319,GRCTC,"Garland, Texas",32.912624,-96.6388833
3011,7321,Aguila Robotica,"Barbara Cardwell Career Preparatory Center, Irving, Texas",32.82170365,-96.94583441655591
3012,7322,YVHS Robotics,"Yucca Valley High, Yucca Valley, California",34.1140477,-116.42426181154202
3013,7323,Pacifica High School,"Pacifica High, Oxnard, California",34.217175999999995,-119.17173200923955
3014,7324,Channel Islands High School,"Channel Islands High, Oxnard, California",34.16978575,-119.16238338918083
3015,7325,ASU  Brave Guide Right ,"Natchez , Mississippi",31.5604076,-91.403171
3016,7326,Hueneme High School,"Hueneme High, Oxnard, California",34.15909655,-119.18232634980193
3017,7327,Metal Jackets,"Oxnard High, Oxnard, California",34.21686175,-119.21425223485218
3018,7330,C.O.U.G.A.R.S (Cybernetic Operational Unit Generated For Artificial Robotic Syst,"Dendron, Virginia",37.045428,-76.9360723
3019,7331,McKinley High School Robotics,"Baton Rouge, Louisiana",30.4507936,-91.1391153
