,teamNumber,nameShort,location,latitude,longitude
1700,4827,Minerbotics,"Negaunee , Negaunee, Michigan",46.5000445,-87.61184225
1701,4828,RoboEagles,"Raleigh, North Carolina",35.7803977,-78.6390989
1702,4829,Titanium Tigers,"Chapel Hill , Chapel Hill, North Carolina",35.90503535,-79.04775326525107
1703,4835,Junkyard Dawgs,"Manistique Middle , Manistique, Michigan",45.9592566,-86.24450677632913
1704,4838,Outlaws,"River Rouge, River Rouge, Michigan",42.2895258,-83.1116162
1705,4840,The Panthers,"Redford Union , Redford, Michigan",42.4201094,-83.30397093022272
1706,4845,Lion's Pride,"Duluth, Minnesota",46.7729322,-92.1251218
1707,4847,Techno-Logic Trojans,"Green Sea Floyds , Green Sea, South Carolina",34.144389,-79.0207165
1708,4851,JungleBots,"Southeastern , Detroit, Michigan",42.37428105,-82.97820106620239
1709,4854,Trobots,"Henry Ford , Detroit, Michigan",42.3688988,-83.0885698
1710,4855,Ramageddon,"Lc Mohr , South Haven, Michigan",42.391277900000006,-86.27068927944245
1711,4859,The CyBears,"Byron , Byron, Minnesota",44.0315287,-92.6569399
1712,4860,Salesian Ironmen,"Salesian , New Rochelle, New York",40.915523699999994,-73.76687143139321
1713,4904,Bot-Provoking,"Nueva School, San Mateo, California",37.56232545,-122.38063960186345
1714,4905,Andromeda One,"AYER SHIRLEY REGIONAL HIGH SCHOOL, Ayer, Massachusetts",42.567103599999996,-71.57625191100297
1715,4906,The Collective,"Waterville, Maine",44.5520105,-69.6317121
1716,4908,Duxbury Dragons,"Duxbury , Duxbury, Massachusetts",42.0231585,-70.6828145
1717,4909,Bionics,"Billerica Memorial , Billerica, Massachusetts",42.56084425,-71.2741943169632
1718,4910,East Cobb Robotics,"Marietta, Georgia",33.9528472,-84.5496148
1719,4911,CyberKnights,"King's , Seattle, Washington",47.6535858,-122.3142345
1720,4913,Huskyteers,"Anaheim, California",33.8347516,-117.911732
1721,4915,Spartronics,"Bainbridge , Bainbridge Island, Washington",47.6552961,-122.5174797
1722,4918,The Roboctopi,"Port Townsend , Port Townsend, Washington",48.0722205,-122.7672050542791
1723,4919,Team Ronin,"La Mesa, California",32.7678288,-117.0230839
1724,4924,STEM Pythons,"STEM School Chattanooga, Chattanooga, Tennessee",35.1006124,-85.2431485
1725,4925,The Resistance ,"Kingswood Regional , Wolfeboro, New Hampshire",43.57582085,-71.18865904808544
1726,4926,GalacTech,"Columbus, Indiana",39.2014405,-85.9213796
