,teamNumber,nameShort,location,latitude,longitude
400,1248,TITANium Allies,"Berea-Midpark , Berea, Ohio",41.380054799999996,-81.87721239376143
401,1250,Gator-Bots,"Henry Ford Academy Dearborn, Dearborn, Michigan",42.3059379,-83.22365597319413
402,1251,TechTigers Robotics,"Tamarac, Florida",26.2128609,-80.2497707
403,1254,Tech Force,"Lawrence, Michigan",42.2192056,-86.051408
404,1255,Blarglefish,"Baytown, Texas",29.7355047,-94.9774274
405,1257,Parallel Universe,"Scotch Plains, New Jersey",40.65538,-74.3898732
406,1258,SeaBot,"Seattle Lutheran , Seattle, Washington",47.564940199999995,-122.3846376988621
407,1259,Paradigm Shift,"Pewaukee , Pewaukee, Wisconsin",43.0718562,-88.25697001588998
408,1261,Robo Lions ,"Peachtree Ridge , Suwanee, Georgia",34.013076100000006,-84.08724292027458
409,1262,the STAGS,"Martinsville, Virginia",36.6915262,-79.8725386
410,1266,The Devil Duckies,"Serra , San Diego, California",32.8028991,-117.1387739
411,1277,The Robotomies,"Groton, Massachusetts",42.6112242,-71.5745402
412,1279,Cold Fusion,"Immaculata , Somerville, New Jersey",40.5799958,-74.61846073066702
413,1280,Ragin' C-Biscuits,"San Ramon Valley , Danville, California",37.8012395,-121.9825746
414,1287,Aluminum Assault,"Myrtle Beach, South Carolina",33.6956461,-78.8900409
415,1288,RAVEN Robotics,"Saint Charles, Missouri",38.783855,-90.481677
416,1289,Gearheadz,"Lawrence , Lawrence, Massachusetts",42.7018463,-71.1523088
417,1290,Robowolves,"Chandler , Chandler, Arizona",33.3015164,-111.89860828196058
418,1293,Pandamaniacs,"Columbia, South Carolina",38.889744050000004,-77.04086075512475
419,1294,Pack of Parts,"Sammamish, Washington",47.6088445,-122.0423067
420,1296,Full Metal Jackets,"Rockwall , Rockwall, Texas",32.9312336,-96.4597089
421,1303,WYOHAZARD,"Kelly Walsh , Casper, Wyoming",42.84001035,-106.27942763947527
422,1306,BadgerBOTS,"Middleton, Wisconsin",43.0962919,-89.5119565
423,1307,Robosaints,"Dover, New Hampshire",43.1981117,-70.8739761
424,1308,Saint Ignatius Robotics Team 1308,"Saint Ignatius , Cleveland, Ohio",41.482629700000004,-81.70532637384403
425,1311,Kell Robotics,"Kennesaw, Georgia",34.0234337,-84.6154897
